h,m,s,voltage
9.00,8.00,15.76300,3.2565019
9.00,8.00,18.20100,3.2564663
9.00,8.00,20.64200,3.2564318
9.00,8.00,23.08400,3.2563984
9.00,8.00,25.51900,3.2563521
9.00,8.00,27.96200,3.2563155
9.00,8.00,30.39200,3.2562842
9.00,8.00,32.83300,3.2562508
9.00,8.00,35.27700,3.2562131
9.00,8.00,37.71900,3.2561722
9.00,8.00,40.15600,3.2561399
9.00,8.00,42.58600,3.2561043
9.00,8.00,45.03500,3.2560677
9.00,8.00,47.47200,3.2560246
9.00,8.00,49.90400,3.2559923
9.00,8.00,52.34000,3.25596
9.00,8.00,54.77100,3.2559158
9.00,8.00,57.20200,3.255877
9.00,8.00,59.64000,3.2558318
9.00,9.00,2.07300,3.2558016
9.00,9.00,4.51200,3.2557618
9.00,9.00,6.94700,3.255724
9.00,9.00,9.39800,3.2556853
9.00,9.00,11.84700,3.2556422
9.00,9.00,14.28900,3.2556034
9.00,9.00,16.73100,3.2555678
9.00,9.00,19.17000,3.2555247
9.00,9.00,21.60800,3.2554881
9.00,9.00,24.03700,3.2554461
9.00,9.00,26.48400,3.2554062
9.00,9.00,28.91900,3.2553642
9.00,9.00,31.36300,3.2553298
9.00,9.00,33.80200,3.2552888
9.00,9.00,36.24400,3.2552425
9.00,9.00,38.67400,3.2552113
9.00,9.00,41.12100,3.2551595
9.00,9.00,43.56100,3.2551261
9.00,9.00,46.00000,3.2550895
9.00,9.00,48.43300,3.2550389
9.00,9.00,50.87500,3.2550001
9.00,9.00,53.31400,3.2549581
9.00,9.00,55.74700,3.2549215
9.00,9.00,58.19400,3.2548751
9.00,10.00,0.63800,3.2548364
9.00,10.00,3.07600,3.2547933
9.00,10.00,5.51600,3.2547491
9.00,10.00,7.94800,3.2547028
9.00,10.00,10.39800,3.2546651
9.00,10.00,12.85000,3.2546274
9.00,10.00,15.29000,3.2545853
9.00,10.00,17.72900,3.2545379
9.00,10.00,20.16100,3.2544895
9.00,10.00,22.59900,3.2544507
9.00,10.00,25.03900,3.2544065
9.00,10.00,27.47800,3.254358
9.00,10.00,29.92100,3.2543225
9.00,10.00,32.36200,3.2542719
9.00,10.00,34.80100,3.2542298
9.00,10.00,37.24000,3.2541954
9.00,10.00,39.67900,3.2541501
9.00,10.00,42.11800,3.2540963
9.00,10.00,44.57800,3.2540532
9.00,10.00,47.01800,3.2540155
9.00,10.00,49.45700,3.2539702
9.00,10.00,51.88600,3.2539174
9.00,10.00,54.33300,3.2538733
9.00,10.00,56.76400,3.2538302
9.00,10.00,59.21900,3.2537881
9.00,11.00,1.64600,3.2537418
9.00,11.00,4.08400,3.2536944
9.00,11.00,6.52400,3.2536492
9.00,11.00,8.96000,3.2536018
9.00,11.00,11.39100,3.2535587
9.00,11.00,13.83000,3.2535037
9.00,11.00,16.26800,3.2534628
9.00,11.00,18.70700,3.2534143
9.00,11.00,21.14600,3.253368
9.00,11.00,23.59900,3.2533238
9.00,11.00,26.04800,3.25327
9.00,11.00,28.48000,3.2532312
9.00,11.00,30.91900,3.2531816
9.00,11.00,33.35700,3.2531364
9.00,11.00,35.79800,3.2530847
9.00,11.00,38.23900,3.2530362
9.00,11.00,40.67700,3.2529942
9.00,11.00,43.12600,3.2529403
9.00,11.00,45.56500,3.2528908
9.00,11.00,47.99800,3.2528455
9.00,11.00,50.43600,3.2527895
9.00,11.00,52.87200,3.2527399
9.00,11.00,55.31100,3.2526968
9.00,11.00,57.74600,3.2526451
9.00,12.00,0.17700,3.2525891
9.00,12.00,2.62500,3.2525417
9.00,12.00,5.06400,3.2524997
9.00,12.00,7.49700,3.2524491
9.00,12.00,9.93900,3.252393
9.00,12.00,12.37000,3.25235
9.00,12.00,14.80600,3.252295
9.00,12.00,17.24200,3.2522422
9.00,12.00,19.69200,3.252197
9.00,12.00,22.13100,3.2521463
9.00,12.00,24.56400,3.2520936
9.00,12.00,27.00300,3.252044
9.00,12.00,29.44200,3.2519848
9.00,12.00,31.88900,3.2519363
9.00,12.00,34.33000,3.2518813
9.00,12.00,36.76500,3.2518296
9.00,12.00,39.19800,3.2517865
9.00,12.00,41.63700,3.2517327
9.00,12.00,44.08600,3.2516788
9.00,12.00,46.54600,3.2516239
9.00,12.00,48.98400,3.25157
9.00,12.00,51.42300,3.2515161
9.00,12.00,53.85600,3.251459
9.00,12.00,56.29700,3.2514084
9.00,12.00,58.72700,3.2513567
9.00,13.00,1.15900,3.2513071
9.00,13.00,3.59900,3.2512436
9.00,13.00,6.03700,3.2511929
9.00,13.00,8.46900,3.2511455
9.00,13.00,10.91200,3.2510852
9.00,13.00,13.35200,3.2510335
9.00,13.00,15.79600,3.2509807
9.00,13.00,18.23900,3.2509236
9.00,13.00,20.67000,3.2508665
9.00,13.00,23.10500,3.2508116
9.00,13.00,25.54400,3.2507534
9.00,13.00,27.99600,3.2506985
9.00,13.00,30.43400,3.2506457
9.00,13.00,32.87700,3.2505916
9.00,13.00,35.31800,3.2505332
9.00,13.00,37.74700,3.2504697
9.00,13.00,40.18200,3.2504169
9.00,13.00,42.61700,3.2503587
9.00,13.00,45.06000,3.2502995
9.00,13.00,47.51400,3.2502478
9.00,13.00,49.95200,3.2501917
9.00,13.00,52.39200,3.2501422
9.00,13.00,54.83400,3.2500775
9.00,13.00,57.27600,3.2500172
9.00,13.00,59.71900,3.2499655
9.00,14.00,2.15300,3.2499073
9.00,14.00,4.59400,3.2498405
9.00,14.00,7.03400,3.2497888
9.00,14.00,9.47500,3.2497307
9.00,14.00,11.91800,3.2496703
9.00,14.00,14.35200,3.2496046
9.00,14.00,16.80100,3.2495475
9.00,14.00,19.24600,3.2494893
9.00,14.00,21.68700,3.2494355
9.00,14.00,24.13100,3.2493719
9.00,14.00,26.56900,3.2493094
9.00,14.00,29.00800,3.2492523
9.00,14.00,31.45100,3.249192
9.00,14.00,33.89000,3.2491241
9.00,14.00,36.32900,3.2490724
9.00,14.00,38.76100,3.2490153
9.00,14.00,41.20000,3.2489485
9.00,14.00,43.62500,3.2489022
9.00,14.00,46.06400,3.2488268
9.00,14.00,48.50200,3.2487729
9.00,14.00,50.94100,3.2487105
9.00,14.00,53.37900,3.2486458
9.00,14.00,55.81600,3.2485898
9.00,14.00,58.25800,3.2485327
9.00,15.00,0.70200,3.2484638
9.00,15.00,3.13200,3.2484099
9.00,15.00,5.58100,3.2483496
9.00,15.00,8.01500,3.2482838
9.00,15.00,10.45800,3.2482203
9.00,15.00,12.88700,3.24816
9.00,15.00,15.32600,3.2480986
9.00,15.00,17.76900,3.2480339
9.00,15.00,20.20000,3.2479779
9.00,15.00,22.63300,3.2479154
9.00,15.00,25.07600,3.2478508
9.00,15.00,27.50900,3.2477926
9.00,15.00,29.95200,3.2477269
9.00,15.00,32.40500,3.2476612
9.00,15.00,34.85500,3.2476019
9.00,15.00,37.29700,3.2475362
9.00,15.00,39.73700,3.2474705
9.00,15.00,42.17600,3.2474059
9.00,15.00,44.61600,3.2473444
9.00,15.00,47.05500,3.247282
9.00,15.00,49.49500,3.2472173
9.00,15.00,51.93400,3.2471538
9.00,15.00,54.37400,3.2470956
9.00,15.00,56.81300,3.2470331
9.00,15.00,59.26300,3.2469706
9.00,16.00,1.70300,3.2469038
9.00,16.00,4.14400,3.2468392
9.00,16.00,6.58700,3.2467735
9.00,16.00,9.01100,3.2467056
9.00,16.00,11.46800,3.2466431
9.00,16.00,13.90600,3.2465817
9.00,16.00,16.34000,3.246516
9.00,16.00,18.77200,3.2464449
9.00,16.00,21.21900,3.2463835
9.00,16.00,23.65200,3.2463232
9.00,16.00,26.09100,3.2462575
9.00,16.00,28.53100,3.2461896
9.00,16.00,30.97000,3.2461293
9.00,16.00,33.42000,3.2460646
9.00,16.00,35.85800,3.2459914
9.00,16.00,38.30900,3.2459278
9.00,16.00,40.74000,3.2458696
9.00,16.00,43.17200,3.2457996
9.00,16.00,45.61100,3.2457296
9.00,16.00,48.05000,3.2456736
9.00,16.00,50.49900,3.2456035
9.00,16.00,52.93000,3.24554
9.00,16.00,55.37700,3.245471
9.00,16.00,57.81900,3.2454161
9.00,17.00,0.25800,3.2453428
9.00,17.00,2.70900,3.2452771
9.00,17.00,5.14600,3.2452157
9.00,17.00,7.59000,3.24515
9.00,17.00,10.02500,3.2450864
9.00,17.00,12.46300,3.2450218
9.00,17.00,14.90200,3.2449507
9.00,17.00,17.33300,3.2448882
9.00,17.00,19.77500,3.2448171
9.00,17.00,22.21600,3.2447654
9.00,17.00,24.64900,3.2446878
9.00,17.00,27.08800,3.2446404
9.00,17.00,29.53000,3.2445672
9.00,17.00,31.97400,3.2444982
9.00,17.00,34.42800,3.2444325
9.00,17.00,36.87200,3.2443722
9.00,17.00,39.30700,3.2442989
9.00,17.00,41.74700,3.2442354
9.00,17.00,44.18600,3.2441621
9.00,17.00,46.63000,3.2441072
9.00,17.00,49.06600,3.2440415
9.00,17.00,51.50400,3.2439671
9.00,17.00,53.93500,3.2438993
9.00,17.00,56.37200,3.2438443
9.00,17.00,58.82500,3.2437764
9.00,18.00,1.25500,3.2437161
9.00,18.00,3.69300,3.2436547
9.00,18.00,6.13500,3.2435911
9.00,18.00,8.58200,3.2435168
9.00,18.00,11.01500,3.24345
9.00,18.00,13.46700,3.2433854
9.00,18.00,15.90700,3.2433207
9.00,18.00,18.33900,3.2432615
9.00,18.00,20.78300,3.2431969
9.00,18.00,23.22300,3.2431355
9.00,18.00,25.65800,3.2430633
9.00,18.00,28.09900,3.2430029
9.00,18.00,30.53200,3.2429372
9.00,18.00,32.96500,3.2428726
9.00,18.00,35.40200,3.2428112
9.00,18.00,37.84500,3.2427465
9.00,18.00,40.27400,3.2426819
9.00,18.00,42.72200,3.2426173
9.00,18.00,45.16000,3.2425569
9.00,18.00,47.59800,3.2424955
9.00,18.00,50.02800,3.2424309
9.00,18.00,52.46700,3.242363
9.00,18.00,54.91000,3.2422973
9.00,18.00,57.34500,3.242237
9.00,18.00,59.78600,3.2421713
9.00,19.00,2.23900,3.2421131
9.00,19.00,4.68100,3.2420442
9.00,19.00,7.11300,3.2419827
9.00,19.00,9.54100,3.2419224
9.00,19.00,11.98700,3.2418545
9.00,19.00,14.41800,3.2417942
9.00,19.00,16.85700,3.2417264
9.00,19.00,19.30500,3.2416639
9.00,19.00,21.73300,3.2416089
9.00,19.00,24.17200,3.2415346
9.00,19.00,26.61300,3.2414753
9.00,19.00,29.04600,3.2414118
9.00,19.00,31.48400,3.2413579
9.00,19.00,33.92700,3.2412922
9.00,19.00,36.36100,3.2412308
9.00,19.00,38.79400,3.2411662
9.00,19.00,41.22900,3.2411112
9.00,19.00,43.67200,3.2410498
9.00,19.00,46.10400,3.2409852
9.00,19.00,48.54400,3.2409281
9.00,19.00,50.97800,3.2408634
9.00,19.00,53.41700,3.240802
9.00,19.00,55.85000,3.2407439
9.00,19.00,58.29500,3.2406792
9.00,20.00,0.72600,3.2406221
9.00,20.00,3.16600,3.2405553
9.00,20.00,5.60700,3.240495
9.00,20.00,8.04400,3.2404444
9.00,20.00,10.49700,3.2403765
9.00,20.00,12.94400,3.2403172
9.00,20.00,15.38400,3.2402623
9.00,20.00,17.83400,3.2402052
9.00,20.00,20.27300,3.2401449
9.00,20.00,22.71100,3.2400856
9.00,20.00,25.14300,3.2400242
9.00,20.00,27.58100,3.2399725
9.00,20.00,30.02200,3.239909
9.00,20.00,32.46000,3.2398497
9.00,20.00,34.90400,3.2397937
9.00,20.00,37.34500,3.2397387
9.00,20.00,39.78800,3.2396741
9.00,20.00,42.21800,3.2396224
9.00,20.00,44.65600,3.2395502
9.00,20.00,47.09500,3.2395017
9.00,20.00,49.53500,3.2394457
9.00,20.00,51.97900,3.2393843
9.00,20.00,54.42400,3.2393251
9.00,20.00,56.85900,3.2392723
9.00,20.00,59.30600,3.2392066
9.00,21.00,1.74600,3.2391505
9.00,21.00,4.18400,3.2390891
9.00,21.00,6.62400,3.2390353
9.00,21.00,9.05800,3.2389792
9.00,21.00,11.49900,3.2389329
9.00,21.00,13.94700,3.2388704
9.00,21.00,16.38200,3.2388133
9.00,21.00,18.81000,3.2387616
9.00,21.00,21.24800,3.2387088
9.00,21.00,23.68500,3.2386485
9.00,21.00,26.12500,3.2385925
9.00,21.00,28.56300,3.238544
9.00,21.00,30.99400,3.2384858
9.00,21.00,33.43300,3.238432
9.00,21.00,35.87200,3.2383738
9.00,21.00,38.31100,3.2383221
9.00,21.00,40.74300,3.2382672
9.00,21.00,43.18500,3.2382144
9.00,21.00,45.62700,3.2381519
9.00,21.00,48.07000,3.2381088
9.00,21.00,50.51000,3.2380506
9.00,21.00,52.94000,3.2380032
9.00,21.00,55.39300,3.2379483
9.00,21.00,57.83600,3.237889
9.00,22.00,0.27300,3.237833
9.00,22.00,2.70600,3.2377878
9.00,22.00,5.15400,3.2377328
9.00,22.00,7.58500,3.2376811
9.00,22.00,10.01200,3.2376197
9.00,22.00,12.44900,3.2375712
9.00,22.00,14.89200,3.2375217
9.00,22.00,17.32300,3.2374635
9.00,22.00,19.77500,3.2374096
9.00,22.00,22.23300,3.2373633
9.00,22.00,24.66600,3.2373094
9.00,22.00,27.10700,3.2372642
9.00,22.00,29.54400,3.2372093
9.00,22.00,31.98300,3.2371629
9.00,22.00,34.42200,3.2371134
9.00,22.00,36.85700,3.237053
9.00,22.00,39.30100,3.2370013
9.00,22.00,41.73000,3.2369636
9.00,22.00,44.16300,3.2369119
9.00,22.00,46.60400,3.2368634
9.00,22.00,49.04400,3.2368096
9.00,22.00,51.47400,3.2367589
9.00,22.00,53.92100,3.2367115
9.00,22.00,56.36000,3.2366598
9.00,22.00,58.79800,3.2366124
9.00,23.00,1.23700,3.2365586
9.00,23.00,3.67700,3.2365079
9.00,23.00,6.11600,3.2364681
9.00,23.00,8.55500,3.2364153
9.00,23.00,11.00400,3.2363636
9.00,23.00,13.44400,3.2363248
9.00,23.00,15.88600,3.2362699
9.00,23.00,18.31000,3.2362235
9.00,23.00,20.74200,3.2361804
9.00,23.00,23.17800,3.2361352
9.00,23.00,25.61000,3.2360878
9.00,23.00,28.05000,3.2360425
9.00,23.00,30.47800,3.2359908
9.00,23.00,32.92800,3.2359456
9.00,23.00,35.36100,3.2358971
9.00,23.00,37.79400,3.235854
9.00,23.00,40.23800,3.2358066
9.00,23.00,42.66300,3.2357517
9.00,23.00,45.10100,3.2357053
9.00,23.00,47.54500,3.2356676
9.00,23.00,49.97700,3.2356105
9.00,23.00,52.41300,3.2355728
9.00,23.00,54.85100,3.2355201
9.00,23.00,57.29100,3.2354759
9.00,23.00,59.72600,3.2354306
9.00,24.00,2.15800,3.2353875
9.00,24.00,4.58700,3.2353391
9.00,24.00,7.01900,3.2352971
9.00,24.00,9.45600,3.2352529
9.00,24.00,11.88900,3.2352076
9.00,24.00,14.31900,3.2351613
9.00,24.00,16.75100,3.2351161
9.00,24.00,19.19600,3.2350676
9.00,24.00,21.63800,3.2350234
9.00,24.00,24.07500,3.2349825
9.00,24.00,26.51700,3.2349426
9.00,24.00,28.94900,3.2349017
9.00,24.00,31.38800,3.2348489
9.00,24.00,33.82500,3.234808
9.00,24.00,36.27600,3.2347649
9.00,24.00,38.71400,3.2347207
9.00,24.00,41.16300,3.2346776
9.00,24.00,43.59600,3.2346356
9.00,24.00,46.04500,3.2345957
9.00,24.00,48.47700,3.2345483
9.00,24.00,50.92500,3.2345052
9.00,24.00,53.36300,3.23446
9.00,24.00,55.78900,3.2344191
9.00,24.00,58.23300,3.2343792
9.00,25.00,0.68500,3.2343361
9.00,25.00,3.11400,3.2342973
9.00,25.00,5.55700,3.2342521
9.00,25.00,7.99900,3.2342122
9.00,25.00,10.43700,3.2341691
9.00,25.00,12.87600,3.2341314
9.00,25.00,15.31700,3.2340851
9.00,25.00,17.76800,3.2340517
9.00,25.00,20.20100,3.2340065
9.00,25.00,22.63500,3.2339677
9.00,25.00,25.06500,3.2339235
9.00,25.00,27.50400,3.2338858
9.00,25.00,29.94200,3.2338427
9.00,25.00,32.39000,3.2337975
9.00,25.00,34.83000,3.2337544
9.00,25.00,37.26500,3.2337145
9.00,25.00,39.70300,3.2336811
9.00,25.00,42.14600,3.2336348
9.00,25.00,44.57200,3.2335938
9.00,25.00,47.01500,3.2335518
9.00,25.00,49.45300,3.2335152
9.00,25.00,51.88800,3.2334786
9.00,25.00,54.32400,3.2334344
9.00,25.00,56.75800,3.2334064
9.00,25.00,59.19700,3.2333612
9.00,26.00,1.64700,3.2333267
9.00,26.00,4.08800,3.2332771
9.00,26.00,6.52000,3.2332394
9.00,26.00,8.95600,3.2331942
9.00,26.00,11.40000,3.2331554
9.00,26.00,13.84100,3.2331252
9.00,26.00,16.27800,3.2330864
9.00,26.00,18.72200,3.2330434
9.00,26.00,21.16300,3.2330089
9.00,26.00,23.61000,3.2329636
9.00,26.00,26.04800,3.2329324
9.00,26.00,28.49200,3.2328936
9.00,26.00,30.94100,3.2328581
9.00,26.00,33.38000,3.2328236
9.00,26.00,35.81900,3.2327826
9.00,26.00,38.26000,3.2327374
9.00,26.00,40.69800,3.2327115
9.00,26.00,43.12800,3.2326717
9.00,26.00,45.56800,3.2326372
9.00,26.00,47.99600,3.2325995
9.00,26.00,50.43300,3.2325586
9.00,26.00,52.88100,3.2325187
9.00,26.00,55.31800,3.2324842
9.00,26.00,57.74700,3.2324465
9.00,27.00,0.18300,3.2324121
9.00,27.00,2.62400,3.23237
9.00,27.00,5.06200,3.2323366
9.00,27.00,7.50300,3.2323011
9.00,27.00,9.94800,3.2322645
9.00,27.00,12.38900,3.2322278
9.00,27.00,14.82600,3.2321891
9.00,27.00,17.26700,3.2321503
9.00,27.00,19.70500,3.232118
9.00,27.00,22.14000,3.2320835
9.00,27.00,24.57900,3.2320479
9.00,27.00,27.01700,3.232007
9.00,27.00,29.45000,3.2319768
9.00,27.00,31.89200,3.231938
9.00,27.00,34.33400,3.2319003
9.00,27.00,36.77300,3.2318648
9.00,27.00,39.22100,3.2318282
9.00,27.00,41.66300,3.2317926
9.00,27.00,44.11500,3.2317571
9.00,27.00,46.54600,3.2317237
9.00,27.00,48.97900,3.2316881
9.00,27.00,51.42200,3.2316558
9.00,27.00,53.87400,3.2316192
9.00,27.00,56.30500,3.2315804
9.00,27.00,58.74100,3.2315448
9.00,28.00,1.17400,3.2315157
9.00,28.00,3.60700,3.2314856
9.00,28.00,6.04300,3.2314414
9.00,28.00,8.49700,3.2314188
9.00,28.00,10.93800,3.2313789
9.00,28.00,13.37800,3.2313401
9.00,28.00,15.81600,3.2313089
9.00,28.00,18.25500,3.2312755
9.00,28.00,20.70500,3.231241
9.00,28.00,23.14200,3.2312001
9.00,28.00,25.57700,3.2311656
9.00,28.00,28.01400,3.2311312
9.00,28.00,30.44600,3.2310999
9.00,28.00,32.88900,3.2310687
9.00,28.00,35.32900,3.2310331
9.00,28.00,37.76700,3.2309965
9.00,28.00,40.21400,3.2309609
9.00,28.00,42.65300,3.2309275
9.00,28.00,45.09300,3.230892
9.00,28.00,47.52800,3.2308629
9.00,28.00,49.98200,3.230836
9.00,28.00,52.41200,3.2307972
9.00,28.00,54.85200,3.2307638
9.00,28.00,57.28800,3.2307272
9.00,28.00,59.73200,3.2307002
9.00,29.00,2.16700,3.2306636
9.00,29.00,4.61000,3.2306237
9.00,29.00,7.04200,3.230599
9.00,29.00,9.48200,3.2305548
9.00,29.00,11.92300,3.2305343
9.00,29.00,14.36400,3.2304923
9.00,29.00,16.80800,3.2304643
9.00,29.00,19.25600,3.2304331
9.00,29.00,21.70000,3.2304029
9.00,29.00,24.15100,3.2303566
9.00,29.00,26.59200,3.2303329
9.00,29.00,29.03200,3.2303016
9.00,29.00,31.48200,3.2302682
9.00,29.00,33.92300,3.2302392
9.00,29.00,36.36500,3.2302014
9.00,29.00,38.79300,3.2301756
9.00,29.00,41.23200,3.2301476
9.00,29.00,43.67600,3.2301131
9.00,29.00,46.10800,3.2300786
9.00,29.00,48.54600,3.2300506
9.00,29.00,50.98700,3.2300183
9.00,29.00,53.43200,3.2299892
9.00,29.00,55.87200,3.2299472
9.00,29.00,58.31600,3.2299203
9.00,30.00,0.74400,3.2298858
9.00,30.00,3.18500,3.2298535
9.00,30.00,5.61700,3.2298255
9.00,30.00,8.06100,3.2297964
9.00,30.00,10.49300,3.2297576
9.00,30.00,12.94400,3.2297317
9.00,30.00,15.38100,3.2296984
9.00,30.00,17.82200,3.229666
9.00,30.00,20.26300,3.2296316
9.00,30.00,22.70500,3.2296035
9.00,30.00,25.14500,3.2295745
9.00,30.00,27.58500,3.2295432
9.00,30.00,30.02400,3.2295109
9.00,30.00,32.46400,3.2294818
9.00,30.00,34.89500,3.2294506
9.00,30.00,37.33300,3.2294236
9.00,30.00,39.77400,3.2293849
9.00,30.00,42.23300,3.2293515
9.00,30.00,44.67400,3.2293202
9.00,30.00,47.10600,3.2292954
9.00,30.00,49.55000,3.2292599
9.00,30.00,51.98400,3.2292308
9.00,30.00,54.42800,3.2292006
9.00,30.00,56.86700,3.2291726
9.00,30.00,59.29800,3.2291338
9.00,31.00,1.73500,3.2291091
9.00,31.00,4.17600,3.2290821
9.00,31.00,6.61500,3.2290498
9.00,31.00,9.05900,3.2290207
9.00,31.00,11.49800,3.2289895
9.00,31.00,13.93900,3.2289582
9.00,31.00,16.37600,3.2289238
9.00,31.00,18.81800,3.2288947
9.00,31.00,21.26100,3.2288645
9.00,31.00,23.69300,3.2288344
9.00,31.00,26.14200,3.228802
9.00,31.00,28.57700,3.228773
9.00,31.00,31.02000,3.2287417
9.00,31.00,33.45000,3.2287148
9.00,31.00,35.88800,3.2286803
9.00,31.00,38.32400,3.2286545
9.00,31.00,40.76800,3.2286157
9.00,31.00,43.19200,3.2286038
9.00,31.00,45.63000,3.2285661
9.00,31.00,48.06500,3.2285381
9.00,31.00,50.50300,3.2284961
9.00,31.00,52.94700,3.2284745
9.00,31.00,55.38500,3.2284455
9.00,31.00,57.81900,3.2284174
9.00,32.00,0.25600,3.2283819
9.00,32.00,2.69100,3.2283507
9.00,32.00,5.13000,3.2283216
9.00,32.00,7.57000,3.2282936
9.00,32.00,10.01900,3.2282623
9.00,32.00,12.45000,3.2282354
9.00,32.00,14.88300,3.2281977
9.00,32.00,17.32400,3.2281707
9.00,32.00,19.76200,3.2281427
9.00,32.00,22.20400,3.2281147
9.00,32.00,24.64200,3.2280835
9.00,32.00,27.07500,3.2280512
9.00,32.00,29.52600,3.2280232
9.00,32.00,31.96600,3.2279865
9.00,32.00,34.39000,3.2279639
9.00,32.00,36.82800,3.2279337
9.00,32.00,39.28100,3.2278971
9.00,32.00,41.70600,3.2278734
9.00,32.00,44.14500,3.2278443
9.00,32.00,46.58800,3.2278163
9.00,32.00,49.02700,3.2277818
9.00,32.00,51.47300,3.2277506
9.00,32.00,53.92300,3.2277291
9.00,32.00,56.36500,3.2276978
9.00,32.00,58.80300,3.2276698
9.00,33.00,1.24500,3.2276396
9.00,33.00,3.68300,3.2276149
9.00,33.00,6.12300,3.227575
9.00,33.00,8.56700,3.2275448
9.00,33.00,11.00900,3.2275125
9.00,33.00,13.46000,3.2274899
9.00,33.00,15.90300,3.2274543
9.00,33.00,18.34200,3.2274209
9.00,33.00,20.78100,3.227394
9.00,33.00,23.22300,3.2273725
9.00,33.00,25.66400,3.227338
9.00,33.00,28.10600,3.2273111
9.00,33.00,30.54900,3.2272787
9.00,33.00,32.98200,3.2272443
9.00,33.00,35.41700,3.2272195
9.00,33.00,37.86000,3.2271904
9.00,33.00,40.29300,3.227157
9.00,33.00,42.72600,3.2271322
9.00,33.00,45.16900,3.2270935
9.00,33.00,47.61200,3.2270687
9.00,33.00,50.05200,3.2270374
9.00,33.00,52.49300,3.2270105
9.00,33.00,54.94500,3.2269825
9.00,33.00,57.38600,3.2269491
9.00,33.00,59.83300,3.22692
9.00,34.00,2.27300,3.2268931
9.00,34.00,4.72600,3.2268629
9.00,34.00,7.16400,3.2268317
9.00,34.00,9.60300,3.2268047
9.00,34.00,12.03600,3.2267756
9.00,34.00,14.47400,3.226739
9.00,34.00,16.91300,3.226711
9.00,34.00,19.36200,3.2266884
9.00,34.00,21.80000,3.2266593
9.00,34.00,24.24000,3.2266291
9.00,34.00,26.69000,3.2265936
9.00,34.00,29.11800,3.2265677
9.00,34.00,31.55900,3.2265419
9.00,34.00,34.00400,3.2265096
9.00,34.00,36.43700,3.2264805
9.00,34.00,38.87700,3.22646
9.00,34.00,41.31500,3.2264266
9.00,34.00,43.74800,3.2263997
9.00,34.00,46.18200,3.226363
9.00,34.00,48.61400,3.2263318
9.00,34.00,51.04600,3.2263006
9.00,34.00,53.49800,3.2262769
9.00,34.00,55.93300,3.2262467
9.00,34.00,58.35900,3.2262144
9.00,35.00,0.78800,3.226181
9.00,35.00,3.23800,3.226153
9.00,35.00,5.67900,3.2261228
9.00,35.00,8.11800,3.2260937
9.00,35.00,10.56600,3.2260657
9.00,35.00,13.00900,3.2260355
9.00,35.00,15.44300,3.2260129
9.00,35.00,17.88200,3.2259785
9.00,35.00,20.32400,3.2259483
9.00,35.00,22.76200,3.2259192
9.00,35.00,25.20200,3.225889
9.00,35.00,27.63800,3.2258524
9.00,35.00,30.06800,3.2258255
9.00,35.00,32.52200,3.2257996
9.00,35.00,34.95300,3.2257705
9.00,35.00,37.39400,3.2257328
9.00,35.00,39.83700,3.2257059
9.00,35.00,42.28700,3.2256833
9.00,35.00,44.72300,3.2256445
9.00,35.00,47.16800,3.2256197
9.00,35.00,49.60900,3.2255863
9.00,35.00,52.03800,3.2255594
9.00,35.00,54.47600,3.2255292
9.00,35.00,56.91900,3.2255012
9.00,35.00,59.36300,3.2254721
9.00,36.00,1.80200,3.2254387
9.00,36.00,4.24000,3.2254118
9.00,36.00,6.68900,3.2253859
9.00,36.00,9.12400,3.2253493
9.00,36.00,11.56500,3.2253213
9.00,36.00,14.00300,3.2252879
9.00,36.00,16.44200,3.225262
9.00,36.00,18.88200,3.2252319
9.00,36.00,21.32400,3.2252028
9.00,36.00,23.76200,3.2251662
9.00,36.00,26.19200,3.2251425
9.00,36.00,28.64200,3.2251155
9.00,36.00,31.08000,3.2250789
9.00,36.00,33.52000,3.2250563
9.00,36.00,35.95100,3.2250272
9.00,36.00,38.38200,3.2249949
9.00,36.00,40.82400,3.2249679
9.00,36.00,43.26600,3.2249378
9.00,36.00,45.70400,3.2249044
9.00,36.00,48.13500,3.2248764
9.00,36.00,50.57400,3.2248516
9.00,36.00,53.00800,3.2248268
9.00,36.00,55.45300,3.224788
9.00,36.00,57.89200,3.2247665
9.00,37.00,0.33400,3.2247212
9.00,37.00,2.77500,3.2246997
9.00,37.00,5.23000,3.2246695
9.00,37.00,7.67000,3.2246394
9.00,37.00,10.11000,3.2246006
9.00,37.00,12.54400,3.2245801
9.00,37.00,14.98100,3.2245456
9.00,37.00,17.42100,3.224509
9.00,37.00,19.85500,3.2244853
9.00,37.00,22.29500,3.2244573
9.00,37.00,24.73900,3.2244282
9.00,37.00,27.18600,3.2243916
9.00,37.00,29.62800,3.2243679
9.00,37.00,32.06600,3.2243356
9.00,37.00,34.51700,3.2243022
9.00,37.00,36.94400,3.2242763
9.00,37.00,39.37700,3.2242429
9.00,37.00,41.81600,3.2242171
9.00,37.00,44.24700,3.2241869
9.00,37.00,46.68500,3.2241535
9.00,37.00,49.11700,3.2241223
9.00,37.00,51.54600,3.2240953
9.00,37.00,53.99300,3.2240641
9.00,37.00,56.43400,3.2240339
9.00,37.00,58.88000,3.2240081
9.00,38.00,1.30700,3.2239801
9.00,38.00,3.74800,3.2239488
9.00,38.00,6.19000,3.2239144
9.00,38.00,8.63200,3.2238853
9.00,38.00,11.06400,3.2238562
9.00,38.00,13.51300,3.223826
9.00,38.00,15.95600,3.2237915
