time.Call Voltage
0.0000,3.5923
2.4420,3.5914
4.8820,3.5906
7.3160,3.5897
9.7640,3.5888
12.1950,3.5880
14.6450,3.5871
17.0830,3.5863
19.5260,3.5855
21.9650,3.5847
24.4100,3.5838
26.8470,3.5830
29.2760,3.5822
31.7180,3.5582
34.1580,3.4005
36.5960,3.3494
39.0370,3.3194
41.4740,3.2989
43.9150,3.2844
46.3530,3.2738
48.7930,3.2660
51.2250,3.2602
53.6600,3.2558
56.0880,3.2526
58.5270,3.2503
60.9830,3.2487
63.4160,3.2475
65.8520,3.2466
68.2910,3.2460
70.7450,3.2455
73.1900,3.2451
75.6140,3.2449
78.0560,3.2446
80.4950,3.2445
82.9280,3.2443
85.3610,3.2442
87.7970,3.2440
90.2340,3.2440
92.6830,3.2439
95.1140,3.2438
97.5460,3.2437
99.9850,3.2436
102.4240,3.2436
104.8540,3.2435
107.2930,3.2435
109.7240,3.2434
112.1550,3.2434
114.5890,3.2433
117.0310,3.2433
119.4700,3.2432
121.9170,3.2432
124.3560,3.2431
126.7950,3.2431
129.2250,3.2430
131.6630,3.2430
134.1010,3.2429
136.5510,3.2429
138.9990,3.2428
141.4380,3.2428
143.8780,3.2427
146.3120,3.2427
148.7500,3.2427
151.1860,3.2426
153.6190,3.2426
156.0520,3.2425
158.4910,3.2425
160.9410,3.2424
163.3810,3.2424
165.8310,3.2424
168.2750,3.2423
170.7050,3.2423
173.1340,3.2422
175.5710,3.2422
178.0150,3.2421
180.4500,3.2421
182.9010,3.2421
185.3350,3.2420
187.7680,3.2420
190.2070,3.2419
192.6480,3.2419
195.1060,3.2419
197.5370,3.2418
199.9620,3.2418
202.4000,3.2417
204.8500,3.2417
207.2830,3.2417
209.7220,3.2416
212.1600,3.2416
214.5910,3.2416
217.0280,3.2415
219.4690,3.2415
221.9040,3.2414
224.3440,3.2414
226.7850,3.2414
229.2360,3.2413
231.6780,3.2413
234.1200,3.2413
236.5550,3.2412
238.9870,3.2412
241.4260,3.2411
243.8630,3.2411
246.3050,3.2411
248.7440,3.2410
251.1770,3.2410
253.6120,3.2409
256.0520,3.2409
258.4890,3.2409
260.9270,3.2408
263.3670,3.2408
265.8140,3.2408
268.2500,3.2407
270.6800,3.2407
273.1200,3.2407
275.5530,3.2406
278.0110,3.2406
280.4490,3.2406
282.9020,3.2405
285.3460,3.2405
287.7890,3.2405
290.2260,3.2404
292.6700,3.2404
295.1050,3.2404
297.5530,3.2403
299.9910,3.2403
302.4310,3.2402
304.8720,3.2402
307.3080,3.2402
309.7530,3.2401
312.1920,3.2401
314.6220,3.2401
317.0640,3.2400
319.5020,3.2400
321.9410,3.2400
324.3720,3.2399
326.8160,3.2399
329.2600,3.2398
331.7100,3.2398
334.1430,3.2398
336.5840,3.2397
339.0340,3.2397
341.4680,3.2397
343.9090,3.2396
346.3430,3.2396
348.7830,3.2396
351.2110,3.2395
353.6420,3.2395
356.0810,3.2395
358.5200,3.2394
360.9570,3.2394
363.3920,3.2394
365.8320,3.2393
368.2820,3.2393
370.7220,3.2392
373.1650,3.2392
375.5960,3.2392
378.0580,3.2391
380.4950,3.2391
382.9330,3.2391
385.3720,3.2390
387.8120,3.2390
390.2490,3.2390
392.6890,3.2389
395.1290,3.2389
397.5620,3.2389
400.0030,3.2388
402.4410,3.2388
404.8790,3.2388
407.3290,3.2387
409.7580,3.2387
412.1990,3.2386
414.6390,3.2386
417.0750,3.2386
419.5240,3.2385
421.9640,3.2385
424.4020,3.2385
426.8390,3.2384
429.2790,3.2384
431.7160,3.2384
434.1580,3.2383
436.5980,3.2383
439.0380,3.2382
441.4720,3.2382
443.9070,3.2382
446.3400,3.2381
448.7700,3.2381
451.2040,3.2381
453.6410,3.2380
456.0640,3.2380
458.5010,3.2379
460.9410,3.2379
463.3730,3.2379
465.8140,3.2378
468.2510,3.2378
470.6900,3.2378
473.1300,3.2377
475.5700,3.2377
478.0170,3.2376
480.4610,3.2376
482.9010,3.2376
485.3350,3.2375
487.7750,3.2375
490.2060,3.2375
492.6440,3.2374
495.0830,3.2374
497.5250,3.2373
499.9720,3.2373
502.4110,3.2373
504.8450,3.2372
507.2810,3.2372
509.7130,3.2371
512.1530,3.2371
514.5900,3.2371
517.0350,3.2370
519.4860,3.2370
521.9200,3.2369
524.3600,3.2369
526.7950,3.2369
529.2260,3.2368
531.6690,3.2368
534.1090,3.2367
536.5440,3.2367
538.9830,3.2366
541.4200,3.2366
543.8510,3.2366
546.3010,3.2365
