time	Cell voltage
13:11:46	3,192101
13:11:56	3,191654
13:12:07	3,191203
13:12:17	3,190749
13:12:28	3,190284
13:12:38	3,189818
13:12:48	3,189348
13:12:59	3,188872
13:13:09	3,188393
13:13:20	3,187908
13:13:30	3,187411
13:13:41	3,186911
13:13:51	3,186399
13:14:02	3,185902
13:14:12	3,185400
13:14:22	3,184894
13:14:33	3,184382
13:14:43	3,183864
13:14:54	3,183348
13:15:04	3,182821
13:15:15	3,182296
13:15:25	3,181763
13:15:35	3,181236
13:15:46	3,180701
13:15:56	3,181359
13:16:07	3,179618
13:16:17	3,179086
13:16:28	3,178541
13:16:38	3,177997
13:16:49	3,177449
13:16:59	3,176906
13:17:09	3,176355
13:17:20	3,175795
13:17:30	3,175237
13:17:41	3,174684
13:17:51	3,174135
13:18:02	3,173569
13:18:12	3,173013
13:18:22	3,172429
13:18:33	3,171857
13:18:43	3,171287
13:18:54	3,170702
13:19:04	3,171314
13:19:15	3,169519
13:19:25	3,168915
13:19:36	3,168310
13:19:46	3,167689
13:19:56	3,167064
13:20:07	3,166434
13:20:17	3,165798
13:20:28	3,165143
13:20:38	3,164490
13:20:49	3,163825
13:20:59	3,163146
13:21:09	3,162458
13:21:20	3,161754
13:21:30	3,161039
13:21:41	3,160311
13:21:51	3,159574
13:22:02	3,158819
13:22:12	3,158066
13:22:23	3,157288
13:22:33	3,156494
13:22:43	3,155689
13:22:54	3,154869
13:23:04	3,154038
13:23:15	3,153198
13:23:25	3,152340
13:23:36	3,151466
13:23:46	3,150590
13:23:56	3,149696
13:24:07	3,148796
13:24:17	3,147889
13:24:28	3,146968
13:24:38	3,146035
13:24:49	3,145100
13:24:59	3,144153
13:25:10	3,143213
13:25:20	3,142246
13:25:30	3,141294
13:25:41	3,140335
13:25:51	3,139372
13:26:02	3,138407
13:26:12	3,137444
13:26:23	3,136473
13:26:33	3,135498
13:26:43	3,134528
13:26:54	3,133547
13:27:04	3,132566
13:27:15	3,131575
13:27:25	3,130591
13:27:36	3,129587
13:27:46	3,128575
13:27:57	3,127556
13:28:07	3,126518
13:28:17	3,125469
13:28:28	3,124413
13:28:38	3,123320
13:28:49	3,122213
13:28:59	3,121084
13:29:10	3,119921
13:29:20	3,118741
13:29:30	3,117535
13:29:41	3,116309
13:29:51	3,115042
13:30:02	3,113748
13:30:12	3,112421
13:30:23	3,111083
13:30:33	3,109717
13:30:43	3,108329
13:30:54	3,106922
13:31:04	3,105512
13:31:15	3,104078
13:31:25	3,102651
13:31:36	3,113229
13:31:46	3,099818
13:31:57	3,098411
13:32:07	3,097034
13:32:17	3,095672
13:32:28	3,094339
13:32:38	3,093029
13:32:49	3,091747
13:32:59	3,090474
13:33:10	3,089226
13:33:20	3,087988
13:33:30	3,086743
13:33:41	3,085524
13:33:51	3,084287
13:34:02	3,083041
13:34:12	3,081808
13:34:23	3,080551
13:34:33	3,079277
13:34:44	3,077970
13:34:54	3,076649
13:35:04	3,075298
13:35:15	3,073919
13:35:25	3,072507
13:35:36	3,071069
13:35:46	3,069592
13:35:57	3,068072
13:36:07	3,066526
13:36:17	3,064927
13:36:28	3,063300
13:36:38	3,061604
13:36:49	3,059864
13:36:59	3,058070
13:37:10	3,056207
13:37:20	3,054281
13:37:31	3,052266
13:37:41	3,051379
13:37:51	3,048006
13:38:02	3,045745
13:38:12	3,043366
13:38:23	3,040880
13:38:33	3,038257
13:38:44	3,035494
13:38:54	3,032585
13:39:05	3,029514
13:39:15	3,026252
13:39:25	3,022766
13:40:07	3,006539
13:40:18	3,013794
13:40:28	2,996735
13:40:38	2,991359
13:40:49	2,985656
13:40:59	2,979625
13:41:10	2,973266
13:41:20	2,966552
13:41:31	2,959524
13:41:41	2,952163
13:41:52	2,944478
13:42:02	2,936507
13:42:12	2,928216
13:42:23	2,919611
13:42:33	2,910683
13:42:44	2,913453
13:42:54	2,891907
13:43:05	2,882032
13:43:15	2,871801
13:43:26	2,861202
13:43:36	2,850206
13:43:46	2,838805
13:43:57	2,827136
13:44:07	2,814767
13:44:18	2,802047
13:44:28	2,788781
13:44:39	2,774947
13:44:49	2,760532
13:44:59	2,745477
13:45:10	2,729718
13:45:20	2,713165
13:45:31	2,695724
13:45:41	2,677349
13:45:52	2,657899
13:46:02	2,637135
13:46:13	2,614936
13:46:23	2,591027
13:46:33	2,565138
13:46:44	2,536949
13:46:54	2,528436
13:47:05	2,524916
13:47:15	2,521985
13:47:26	2,519501
13:47:36	2,517130
13:47:46	2,515247
13:47:57	2,513362
13:48:07	2,511766
13:48:18	2,510533
13:48:28	2,509187
13:48:39	2,508090
13:48:49	2,507077
13:49:00	2,506110
13:49:10	2,505231
13:49:20	2,504554
13:49:31	2,503764
13:49:41	2,503238
13:49:52	2,502925
13:50:02	2,502353
13:50:13	2,502216
13:50:23	2,513768
13:50:34	2,513652
13:50:44	2,513417
13:50:54	2,513375
13:51:05	2,500894
13:51:15	2,500931
13:51:26	2,500730
13:51:36	2,500612
13:51:47	2,500650
13:51:57	2,500495
13:52:07	2,500336
13:52:18	2,500441
13:52:28	2,500058
13:52:39	2,500026
13:52:49	2,499960
13:53:00	2,500007
13:53:10	2,500139
13:53:21	2,499880
13:53:31	2,499812
13:53:41	2,499639
13:53:52	2,499833
13:54:02	2,499769
13:54:13	2,499913
13:54:23	2,499758
13:54:34	2,499858
13:54:44	2,499571
13:54:55	2,499597
13:55:05	2,499693
13:55:15	2,499706
13:55:26	2,499567
13:55:36	2,499668
13:55:47	2,499537
13:55:57	2,499410
13:56:08	2,499567
13:56:18	2,499525
13:56:28	2,499512
13:56:39	2,499459
13:56:49	2,499461
13:57:00	2,499429
13:57:10	2,499442
13:57:21	2,499413
13:57:31	2,499364
13:57:41	2,499053
13:57:52	2,499154
13:58:02	2,499211
13:58:13	2,499152
13:58:23	2,499395
13:58:34	2,499311
13:58:44	2,499365
13:58:55	2,499470
13:59:05	2,499510
13:59:15	2,499581
13:59:26	2,499411
13:59:36	2,499382
13:59:47	2,499398
13:59:57	2,499338
14:00:08	2,499410
14:00:18	2,499526
14:00:28	2,499415
14:00:39	2,499409
14:00:49	2,499322
14:13:00	2,499452
14:13:10	2,499299
14:13:21	2,499305
14:13:31	2,499173
14:13:42	2,499240
14:13:52	2,499214
14:02:02	2,499101
14:02:13	2,499337
14:02:23	2,499097
14:02:34	2,499262
14:02:44	2,499272
14:02:55	2,499216
