h,m,s,voltage
10.0000,9.0000,23.1880,3.2103
10.0000,9.0000,25.6280,3.2102
10.0000,9.0000,28.0740,3.2101
10.0000,9.0000,30.5200,3.2100
10.0000,9.0000,32.9700,3.2100
10.0000,9.0000,35.4110,3.2099
10.0000,9.0000,37.8490,3.2098
10.0000,9.0000,40.2980,3.2097
10.0000,9.0000,42.7340,3.2097
10.0000,9.0000,45.1660,3.2096
10.0000,9.0000,47.6060,3.2095
10.0000,9.0000,50.0450,3.2094
10.0000,9.0000,52.4850,3.2094
10.0000,9.0000,54.9380,3.2093
10.0000,9.0000,57.3740,3.2092
10.0000,9.0000,59.8110,3.2091
10.0000,10.0000,2.2520,3.2090
10.0000,10.0000,4.6900,3.2090
10.0000,10.0000,7.1300,3.2089
10.0000,10.0000,9.5670,3.2088
10.0000,10.0000,12.0090,3.2087
10.0000,10.0000,14.4490,3.2087
10.0000,10.0000,16.8870,3.2086
10.0000,10.0000,19.3250,3.2085
10.0000,10.0000,21.7600,3.2084
10.0000,10.0000,24.1930,3.2084
10.0000,10.0000,26.6420,3.2083
10.0000,10.0000,29.0810,3.2082
10.0000,10.0000,31.5130,3.2081
10.0000,10.0000,33.9500,3.2081
10.0000,10.0000,36.3950,3.2080
10.0000,10.0000,38.8270,3.2079
10.0000,10.0000,41.2580,3.2078
10.0000,10.0000,43.6960,3.2077
10.0000,10.0000,46.1400,3.2077
10.0000,10.0000,48.5820,3.2076
10.0000,10.0000,51.0210,3.2075
10.0000,10.0000,53.4610,3.2074
10.0000,10.0000,55.9000,3.2074
10.0000,10.0000,58.3280,3.2073
10.0000,11.0000,0.7670,3.2072
10.0000,11.0000,3.1990,3.2071
10.0000,11.0000,5.6350,3.2071
10.0000,11.0000,8.0760,3.2070
10.0000,11.0000,10.5110,3.2069
10.0000,11.0000,12.9510,3.2068
10.0000,11.0000,15.3810,3.2067
10.0000,11.0000,17.8300,3.2067
10.0000,11.0000,20.2670,3.2066
10.0000,11.0000,22.6990,3.2065
10.0000,11.0000,25.1370,3.2064
10.0000,11.0000,27.5710,3.2063
10.0000,11.0000,30.0140,3.2063
10.0000,11.0000,32.4500,3.2062
10.0000,11.0000,34.8900,3.2061
10.0000,11.0000,37.3280,3.2060
10.0000,11.0000,39.7560,3.2060
10.0000,11.0000,42.1920,3.2059
10.0000,11.0000,44.6200,3.2058
10.0000,11.0000,47.0490,3.2057
10.0000,11.0000,49.4830,3.2056
10.0000,11.0000,51.9160,3.2056
10.0000,11.0000,54.3670,3.2055
10.0000,11.0000,56.8070,3.2054
10.0000,11.0000,59.2440,3.2053
10.0000,12.0000,1.6930,3.2052
10.0000,12.0000,4.1280,3.2052
10.0000,12.0000,6.5700,3.2051
10.0000,12.0000,9.0060,3.2050
10.0000,12.0000,11.4480,3.2049
10.0000,12.0000,13.8870,3.2049
10.0000,12.0000,16.3280,3.2048
10.0000,12.0000,18.7700,3.2047
10.0000,12.0000,21.2200,3.2046
10.0000,12.0000,23.6530,3.2045
10.0000,12.0000,26.0910,3.2044
10.0000,12.0000,28.5300,3.2044
10.0000,12.0000,30.9700,3.2043
10.0000,12.0000,33.4020,3.2042
10.0000,12.0000,35.8360,3.2041
10.0000,12.0000,38.2640,3.2040
10.0000,12.0000,40.6970,3.2039
10.0000,12.0000,43.1370,3.2039
10.0000,12.0000,45.5780,3.2038
10.0000,12.0000,48.0090,3.2037
10.0000,12.0000,50.4460,3.2036
10.0000,12.0000,52.8860,3.2035
10.0000,12.0000,55.3210,3.2035
10.0000,12.0000,57.7690,3.2034
10.0000,13.0000,0.2000,3.2033
10.0000,13.0000,2.6430,3.2032
10.0000,13.0000,5.0730,3.2031
10.0000,13.0000,7.5160,3.2030
10.0000,13.0000,9.9500,3.2030
10.0000,13.0000,12.3970,3.2029
10.0000,13.0000,14.8390,3.2028
10.0000,13.0000,17.2820,3.2027
10.0000,13.0000,19.7220,3.2026
10.0000,13.0000,22.1520,3.2025
10.0000,13.0000,24.5840,3.2024
10.0000,13.0000,27.0170,3.2024
10.0000,13.0000,29.4470,3.2023
10.0000,13.0000,31.8820,3.2022
10.0000,13.0000,34.3210,3.2021
10.0000,13.0000,36.7590,3.2020
10.0000,13.0000,39.1900,3.2019
10.0000,13.0000,41.6280,3.2018
10.0000,13.0000,44.0640,3.2017
10.0000,13.0000,46.5030,3.2017
10.0000,13.0000,48.9440,3.2016
10.0000,13.0000,51.3770,3.2015
10.0000,13.0000,53.8090,3.2014
10.0000,13.0000,56.2470,3.2013
10.0000,13.0000,58.6840,3.2012
10.0000,14.0000,1.1240,3.2011
10.0000,14.0000,3.5660,3.2010
10.0000,14.0000,6.0000,3.2010
10.0000,14.0000,8.4340,3.2009
10.0000,14.0000,10.8740,3.2008
10.0000,14.0000,13.3120,3.2007
10.0000,14.0000,15.7500,3.2006
10.0000,14.0000,18.1850,3.2005
10.0000,14.0000,20.6220,3.2004
10.0000,14.0000,23.0590,3.2003
10.0000,14.0000,25.4990,3.2002
10.0000,14.0000,27.9390,3.2002
10.0000,14.0000,30.3690,3.2001
10.0000,14.0000,32.8180,3.2000
10.0000,14.0000,35.2530,3.1999
10.0000,14.0000,37.7000,3.1998
10.0000,14.0000,40.1460,3.1997
10.0000,14.0000,42.5730,3.1996
10.0000,14.0000,45.0090,3.1995
10.0000,14.0000,47.4480,3.1994
10.0000,14.0000,49.8850,3.1993
10.0000,14.0000,52.3250,3.1992
10.0000,14.0000,54.7630,3.1991
10.0000,14.0000,57.2060,3.1990
10.0000,14.0000,59.6500,3.1990
10.0000,15.0000,2.0800,3.1989
10.0000,15.0000,4.5170,3.1988
10.0000,15.0000,6.9590,3.1987
10.0000,15.0000,9.3970,3.1986
10.0000,15.0000,11.8350,3.1985
10.0000,15.0000,14.2840,3.1984
10.0000,15.0000,16.7230,3.1983
10.0000,15.0000,19.1610,3.1982
10.0000,15.0000,21.6090,3.1981
10.0000,15.0000,24.0480,3.1980
10.0000,15.0000,26.4910,3.1979
10.0000,15.0000,28.9210,3.1978
10.0000,15.0000,31.3620,3.1977
10.0000,15.0000,33.8050,3.1976
10.0000,15.0000,36.2380,3.1975
10.0000,15.0000,38.6700,3.1974
10.0000,15.0000,41.0980,3.1973
10.0000,15.0000,43.5400,3.1972
10.0000,15.0000,45.9780,3.1971
10.0000,15.0000,48.4150,3.1970
10.0000,15.0000,50.8550,3.1969
10.0000,15.0000,53.2960,3.1968
10.0000,15.0000,55.7370,3.1967
10.0000,15.0000,58.1760,3.1966
10.0000,16.0000,0.6150,3.1965
10.0000,16.0000,3.0760,3.1964
10.0000,16.0000,5.5190,3.1963
10.0000,16.0000,7.9580,3.1962
10.0000,16.0000,10.3990,3.1961
10.0000,16.0000,12.8430,3.1960
10.0000,16.0000,15.2850,3.1959
10.0000,16.0000,17.7230,3.1958
10.0000,16.0000,20.1730,3.1957
10.0000,16.0000,22.6160,3.1956
10.0000,16.0000,25.0620,3.1955
10.0000,16.0000,27.5110,3.1954
10.0000,16.0000,29.9520,3.1953
10.0000,16.0000,32.3860,3.1952
10.0000,16.0000,34.8230,3.1951
10.0000,16.0000,37.2640,3.1950
10.0000,16.0000,39.7030,3.1949
10.0000,16.0000,42.1410,3.1948
10.0000,16.0000,44.5730,3.1947
10.0000,16.0000,47.0150,3.1946
10.0000,16.0000,49.4540,3.1945
10.0000,16.0000,51.8910,3.1944
10.0000,16.0000,54.3230,3.1943
10.0000,16.0000,56.7630,3.1941
10.0000,16.0000,59.2000,3.1940
10.0000,17.0000,1.6430,3.1939
10.0000,17.0000,4.0730,3.1938
10.0000,17.0000,6.5130,3.1937
10.0000,17.0000,8.9590,3.1936
10.0000,17.0000,11.4010,3.1935
10.0000,17.0000,13.8410,3.1934
10.0000,17.0000,16.2780,3.1933
10.0000,17.0000,18.7260,3.1932
10.0000,17.0000,21.1660,3.1931
10.0000,17.0000,23.5990,3.1930
10.0000,17.0000,26.0360,3.1929
10.0000,17.0000,28.4830,3.1927
10.0000,17.0000,30.9270,3.1926
10.0000,17.0000,33.3620,3.1925
10.0000,17.0000,35.8110,3.1924
10.0000,17.0000,38.2520,3.1923
10.0000,17.0000,40.6880,3.1922
10.0000,17.0000,43.1210,3.1921
10.0000,17.0000,45.5600,3.1920
10.0000,17.0000,47.9880,3.1918
10.0000,17.0000,50.4400,3.1917
10.0000,17.0000,52.8760,3.1916
10.0000,17.0000,55.3170,3.1915
10.0000,17.0000,57.7580,3.1914
10.0000,18.0000,0.1940,3.1913
10.0000,18.0000,2.6340,3.1912
10.0000,18.0000,5.0750,3.1910
10.0000,18.0000,7.5160,3.1909
10.0000,18.0000,9.9520,3.1908
10.0000,18.0000,12.3860,3.1907
10.0000,18.0000,14.8140,3.1906
10.0000,18.0000,17.2520,3.1905
10.0000,18.0000,19.6890,3.1903
10.0000,18.0000,22.1220,3.1902
10.0000,18.0000,24.5600,3.1901
10.0000,18.0000,27.0070,3.1900
10.0000,18.0000,29.4560,3.1899
10.0000,18.0000,31.9040,3.1897
10.0000,18.0000,34.3360,3.1896
10.0000,18.0000,36.7670,3.1895
10.0000,18.0000,39.2060,3.1894
10.0000,18.0000,41.6500,3.1893
10.0000,18.0000,44.0850,3.1891
10.0000,18.0000,46.5180,3.1890
10.0000,18.0000,48.9500,3.1889
10.0000,18.0000,51.3910,3.1888
10.0000,18.0000,53.8370,3.1887
10.0000,18.0000,56.2750,3.1885
10.0000,18.0000,58.7070,3.1884
10.0000,19.0000,1.1590,3.1883
10.0000,19.0000,3.5960,3.1882
10.0000,19.0000,6.0300,3.1880
10.0000,19.0000,8.4550,3.1879
10.0000,19.0000,10.9030,3.1878
10.0000,19.0000,13.3390,3.1877
10.0000,19.0000,15.7760,3.1875
10.0000,19.0000,18.2150,3.1874
10.0000,19.0000,20.6560,3.1873
10.0000,19.0000,23.1060,3.1872
10.0000,19.0000,25.5490,3.1870
10.0000,19.0000,27.9840,3.1869
10.0000,19.0000,30.4280,3.1868
10.0000,19.0000,32.8610,3.1866
10.0000,19.0000,35.2940,3.1865
10.0000,19.0000,37.7300,3.1864
10.0000,19.0000,40.1600,3.1863
10.0000,19.0000,42.5890,3.1861
10.0000,19.0000,45.0270,3.1860
10.0000,19.0000,47.4660,3.1859
10.0000,19.0000,49.9090,3.1857
10.0000,19.0000,52.3430,3.1856
10.0000,19.0000,54.7760,3.1855
10.0000,19.0000,57.2140,3.1853
10.0000,19.0000,59.6730,3.1852
10.0000,20.0000,2.1120,3.1851
10.0000,20.0000,4.5600,3.1849
10.0000,20.0000,6.9960,3.1848
10.0000,20.0000,9.4350,3.1847
10.0000,20.0000,11.8680,3.1845
10.0000,20.0000,14.3150,3.1844
10.0000,20.0000,16.7590,3.1842
10.0000,20.0000,19.1990,3.1841
10.0000,20.0000,21.6420,3.1840
10.0000,20.0000,24.0860,3.1838
10.0000,20.0000,26.5210,3.1837
10.0000,20.0000,28.9660,3.1835
10.0000,20.0000,31.3960,3.1834
10.0000,20.0000,33.8250,3.1833
10.0000,20.0000,36.2580,3.1831
10.0000,20.0000,38.6950,3.1830
10.0000,20.0000,41.1340,3.1828
10.0000,20.0000,43.5680,3.1827
10.0000,20.0000,46.0060,3.1826
10.0000,20.0000,48.4440,3.1824
10.0000,20.0000,50.8810,3.1823
10.0000,20.0000,53.3220,3.1821
10.0000,20.0000,55.7670,3.1820
10.0000,20.0000,58.2110,3.1818
10.0000,21.0000,0.6520,3.1817
10.0000,21.0000,3.0920,3.1816
10.0000,21.0000,5.5300,3.1814
10.0000,21.0000,7.9630,3.1813
10.0000,21.0000,10.4050,3.1811
10.0000,21.0000,12.8380,3.1810
10.0000,21.0000,15.2740,3.1808
10.0000,21.0000,17.7160,3.1807
10.0000,21.0000,20.1520,3.1805
10.0000,21.0000,22.5880,3.1804
10.0000,21.0000,25.0240,3.1802
10.0000,21.0000,27.4640,3.1801
10.0000,21.0000,29.8970,3.1799
10.0000,21.0000,32.3440,3.1798
10.0000,21.0000,34.7870,3.1796
10.0000,21.0000,37.2270,3.1795
10.0000,21.0000,39.6690,3.1793
10.0000,21.0000,42.1010,3.1792
10.0000,21.0000,44.5360,3.1790
10.0000,21.0000,46.9610,3.1788
10.0000,21.0000,49.4020,3.1787
10.0000,21.0000,51.8400,3.1785
10.0000,21.0000,54.2710,3.1784
10.0000,21.0000,56.7060,3.1782
10.0000,21.0000,59.1530,3.1781
10.0000,22.0000,1.5950,3.1779
10.0000,22.0000,4.0280,3.1777
10.0000,22.0000,6.4640,3.1776
10.0000,22.0000,8.9070,3.1774
10.0000,22.0000,11.3450,3.1773
10.0000,22.0000,13.7800,3.1771
10.0000,22.0000,16.2210,3.1769
10.0000,22.0000,18.6630,3.1768
10.0000,22.0000,21.0940,3.1766
10.0000,22.0000,23.5460,3.1764
10.0000,22.0000,25.9860,3.1763
10.0000,22.0000,28.4340,3.1761
10.0000,22.0000,30.8740,3.1759
10.0000,22.0000,33.3220,3.1758
10.0000,22.0000,35.7710,3.1756
10.0000,22.0000,38.2110,3.1754
10.0000,22.0000,40.6490,3.1753
10.0000,22.0000,43.1010,3.1751
10.0000,22.0000,45.5450,3.1749
10.0000,22.0000,47.9830,3.1747
10.0000,22.0000,50.4270,3.1746
10.0000,22.0000,52.8630,3.1744
10.0000,22.0000,55.3030,3.1742
10.0000,22.0000,57.7420,3.1741
10.0000,23.0000,0.1790,3.1739
10.0000,23.0000,2.6190,3.1737
10.0000,23.0000,5.0570,3.1735
10.0000,23.0000,7.5000,3.1733
10.0000,23.0000,9.9310,3.1732
10.0000,23.0000,12.3600,3.1730
10.0000,23.0000,14.8020,3.1728
10.0000,23.0000,17.2440,3.1726
10.0000,23.0000,19.6840,3.1725
10.0000,23.0000,22.1170,3.1723
10.0000,23.0000,24.5500,3.1721
10.0000,23.0000,26.9890,3.1719
10.0000,23.0000,29.4450,3.1717
10.0000,23.0000,31.8770,3.1715
10.0000,23.0000,34.3210,3.1713
10.0000,23.0000,36.7610,3.1712
10.0000,23.0000,39.2040,3.1710
10.0000,23.0000,41.6400,3.1708
10.0000,23.0000,44.0740,3.1706
10.0000,23.0000,46.5110,3.1704
10.0000,23.0000,48.9490,3.1702
10.0000,23.0000,51.3910,3.1700
10.0000,23.0000,53.8290,3.1698
10.0000,23.0000,56.2670,3.1696
10.0000,23.0000,58.7100,3.1694
10.0000,24.0000,1.1490,3.1692
10.0000,24.0000,3.5900,3.1690
10.0000,24.0000,6.0260,3.1688
10.0000,24.0000,8.4680,3.1686
10.0000,24.0000,10.9190,3.1684
10.0000,24.0000,13.3570,3.1683
10.0000,24.0000,15.8060,3.1680
10.0000,24.0000,18.2470,3.1678
10.0000,24.0000,20.6900,3.1676
10.0000,24.0000,23.1220,3.1674
10.0000,24.0000,25.5610,3.1672
10.0000,24.0000,28.0000,3.1670
10.0000,24.0000,30.4330,3.1668
10.0000,24.0000,32.8710,3.1666
10.0000,24.0000,35.3090,3.1664
10.0000,24.0000,37.7600,3.1662
10.0000,24.0000,40.1860,3.1660
10.0000,24.0000,42.6270,3.1658
10.0000,24.0000,45.0670,3.1655
10.0000,24.0000,47.5080,3.1653
10.0000,24.0000,49.9480,3.1651
10.0000,24.0000,52.3780,3.1649
10.0000,24.0000,54.8110,3.1647
10.0000,24.0000,57.2470,3.1645
10.0000,24.0000,59.6950,3.1643
10.0000,25.0000,2.1240,3.1640
10.0000,25.0000,4.5590,3.1638
10.0000,25.0000,6.9970,3.1636
10.0000,25.0000,9.4350,3.1634
10.0000,25.0000,11.8730,3.1632
10.0000,25.0000,14.3210,3.1629
10.0000,25.0000,16.7670,3.1627
10.0000,25.0000,19.2110,3.1625
10.0000,25.0000,21.6520,3.1622
10.0000,25.0000,24.0840,3.1620
10.0000,25.0000,26.5170,3.1618
10.0000,25.0000,28.9450,3.1616
10.0000,25.0000,31.3960,3.1613
10.0000,25.0000,33.8350,3.1611
10.0000,25.0000,36.2770,3.1609
10.0000,25.0000,38.7250,3.1606
10.0000,25.0000,41.1760,3.1604
10.0000,25.0000,43.6080,3.1602
10.0000,25.0000,46.0470,3.1599
10.0000,25.0000,48.4950,3.1597
10.0000,25.0000,50.9280,3.1594
10.0000,25.0000,53.3590,3.1592
10.0000,25.0000,55.7910,3.1590
10.0000,25.0000,58.2310,3.1587
10.0000,26.0000,0.6680,3.1585
10.0000,26.0000,3.1100,3.1582
10.0000,26.0000,5.5500,3.1580
10.0000,26.0000,8.0040,3.1578
10.0000,26.0000,10.4450,3.1575
10.0000,26.0000,12.8860,3.1573
10.0000,26.0000,15.3250,3.1570
10.0000,26.0000,17.7570,3.1568
10.0000,26.0000,20.2100,3.1565
10.0000,26.0000,22.6380,3.1563
10.0000,26.0000,25.0840,3.1560
10.0000,26.0000,27.5250,3.1558
10.0000,26.0000,29.9560,3.1555
10.0000,26.0000,32.3930,3.1552
10.0000,26.0000,34.8160,3.1550
10.0000,26.0000,37.2580,3.1547
10.0000,26.0000,39.7000,3.1545
10.0000,26.0000,42.1380,3.1542
10.0000,26.0000,44.5710,3.1540
10.0000,26.0000,46.9950,3.1537
10.0000,26.0000,49.4270,3.1535
10.0000,26.0000,51.8640,3.1532
10.0000,26.0000,54.3070,3.1529
10.0000,26.0000,56.7470,3.1527
10.0000,26.0000,59.1800,3.1524
10.0000,27.0000,1.6180,3.1521
10.0000,27.0000,4.0610,3.1519
10.0000,27.0000,6.4960,3.1516
10.0000,27.0000,8.9460,3.1513
10.0000,27.0000,11.3880,3.1511
10.0000,27.0000,13.8390,3.1508
10.0000,27.0000,16.2670,3.1505
10.0000,27.0000,18.7040,3.1503
10.0000,27.0000,21.1450,3.1500
10.0000,27.0000,23.5790,3.1497
10.0000,27.0000,26.0210,3.1495
10.0000,27.0000,28.4520,3.1492
10.0000,27.0000,30.8920,3.1489
10.0000,27.0000,33.3290,3.1486
10.0000,27.0000,35.7620,3.1484
10.0000,27.0000,38.1960,3.1481
10.0000,27.0000,40.6280,3.1478
10.0000,27.0000,43.0630,3.1475
10.0000,27.0000,45.5000,3.1473
10.0000,27.0000,47.9380,3.1470
10.0000,27.0000,50.3770,3.1467
10.0000,27.0000,52.8210,3.1464
10.0000,27.0000,55.2580,3.1461
10.0000,27.0000,57.6990,3.1459
10.0000,28.0000,0.1370,3.1456
10.0000,28.0000,2.5710,3.1453
10.0000,28.0000,5.0070,3.1450
10.0000,28.0000,7.4500,3.1447
10.0000,28.0000,9.8890,3.1444
10.0000,28.0000,12.3290,3.1441
10.0000,28.0000,14.7690,3.1438
10.0000,28.0000,17.2070,3.1435
10.0000,28.0000,19.6490,3.1432
10.0000,28.0000,22.0840,3.1429
10.0000,28.0000,24.5180,3.1426
10.0000,28.0000,26.9680,3.1423
10.0000,28.0000,29.4030,3.1420
10.0000,28.0000,31.8500,3.1417
10.0000,28.0000,34.2880,3.1414
10.0000,28.0000,36.7270,3.1411
10.0000,28.0000,39.1670,3.1408
10.0000,28.0000,41.5990,3.1405
10.0000,28.0000,44.0420,3.1401
10.0000,28.0000,46.4680,3.1398
10.0000,28.0000,48.9120,3.1395
10.0000,28.0000,51.3530,3.1392
10.0000,28.0000,53.7930,3.1389
10.0000,28.0000,56.2400,3.1385
10.0000,28.0000,58.6820,3.1382
10.0000,29.0000,1.1220,3.1379
10.0000,29.0000,3.5620,3.1376
10.0000,29.0000,6.0030,3.1372
10.0000,29.0000,8.4470,3.1369
10.0000,29.0000,10.8790,3.1366
10.0000,29.0000,13.3190,3.1362
10.0000,29.0000,15.7510,3.1359
10.0000,29.0000,18.1960,3.1355
10.0000,29.0000,20.6290,3.1352
10.0000,29.0000,23.0710,3.1348
10.0000,29.0000,25.5180,3.1345
10.0000,29.0000,27.9540,3.1341
10.0000,29.0000,30.3870,3.1338
10.0000,29.0000,32.8200,3.1334
10.0000,29.0000,35.2510,3.1330
10.0000,29.0000,37.6920,3.1327
10.0000,29.0000,40.1240,3.1323
10.0000,29.0000,42.5650,3.1319
10.0000,29.0000,45.0020,3.1316
10.0000,29.0000,47.4410,3.1312
10.0000,29.0000,49.8770,3.1308
10.0000,29.0000,52.3170,3.1304
10.0000,29.0000,54.7490,3.1300
10.0000,29.0000,57.1870,3.1296
10.0000,29.0000,59.6310,3.1293
10.0000,30.0000,2.0720,3.1289
10.0000,30.0000,4.5140,3.1285
10.0000,30.0000,6.9530,3.1281
10.0000,30.0000,9.3910,3.1277
10.0000,30.0000,11.8330,3.1272
10.0000,30.0000,14.2710,3.1268
10.0000,30.0000,16.7100,3.1264
10.0000,30.0000,19.1470,3.1260
10.0000,30.0000,21.5880,3.1256
10.0000,30.0000,24.0170,3.1252
10.0000,30.0000,26.4660,3.1248
10.0000,30.0000,28.9070,3.1243
10.0000,30.0000,31.3520,3.1239
10.0000,30.0000,33.7850,3.1235
10.0000,30.0000,36.2160,3.1231
10.0000,30.0000,38.6670,3.1226
10.0000,30.0000,41.1060,3.1222
10.0000,30.0000,43.5400,3.1218
10.0000,30.0000,45.9980,3.1213
10.0000,30.0000,48.4260,3.1209
10.0000,30.0000,50.8700,3.1204
10.0000,30.0000,53.3170,3.1200
10.0000,30.0000,55.7530,3.1196
10.0000,30.0000,58.1920,3.1191
10.0000,31.0000,0.6280,3.1187
10.0000,31.0000,3.0680,3.1182
10.0000,31.0000,5.4970,3.1178
10.0000,31.0000,7.9290,3.1173
10.0000,31.0000,10.3580,3.1168
10.0000,31.0000,12.8050,3.1164
10.0000,31.0000,15.2430,3.1159
10.0000,31.0000,17.6830,3.1155
10.0000,31.0000,20.1240,3.1150
10.0000,31.0000,22.5500,3.1146
10.0000,31.0000,24.9900,3.1141
10.0000,31.0000,27.4230,3.1136
10.0000,31.0000,29.8630,3.1132
10.0000,31.0000,32.2970,3.1127
10.0000,31.0000,34.7350,3.1122
10.0000,31.0000,37.1760,3.1118
10.0000,31.0000,39.6150,3.1113
10.0000,31.0000,42.0410,3.1108
10.0000,31.0000,44.4700,3.1104
10.0000,31.0000,46.9030,3.1099
10.0000,31.0000,49.3490,3.1094
10.0000,31.0000,51.7800,3.1089
10.0000,31.0000,54.2060,3.1085
10.0000,31.0000,56.6450,3.1080
10.0000,31.0000,59.0700,3.1075
10.0000,32.0000,1.5100,3.1070
10.0000,32.0000,3.9480,3.1065
10.0000,32.0000,6.3890,3.1060
10.0000,32.0000,8.8210,3.1056
10.0000,32.0000,11.2580,3.1051
10.0000,32.0000,13.6870,3.1046
10.0000,32.0000,16.1220,3.1041
10.0000,32.0000,18.5540,3.1036
10.0000,32.0000,21.0050,3.1031
10.0000,32.0000,23.4450,3.1026
10.0000,32.0000,25.8840,3.1021
10.0000,32.0000,28.3220,3.1015
10.0000,32.0000,30.7750,3.1010
10.0000,32.0000,33.2160,3.1005
10.0000,32.0000,35.6570,3.1000
10.0000,32.0000,38.0890,3.0995
10.0000,32.0000,40.5340,3.0989
10.0000,32.0000,42.9650,3.0984
10.0000,32.0000,45.3930,3.0979
10.0000,32.0000,47.8330,3.0973
10.0000,32.0000,50.2730,3.0968
10.0000,32.0000,52.7080,3.0962
10.0000,32.0000,55.1500,3.0957
10.0000,32.0000,57.5910,3.0951
10.0000,33.0000,0.0450,3.0945
10.0000,33.0000,2.4920,3.0940
10.0000,33.0000,4.9410,3.0934
10.0000,33.0000,7.3810,3.0928
10.0000,33.0000,9.8180,3.0922
10.0000,33.0000,12.2650,3.0916
10.0000,33.0000,14.7090,3.0910
10.0000,33.0000,17.1450,3.0904
10.0000,33.0000,19.5960,3.0898
10.0000,33.0000,22.0330,3.0892
10.0000,33.0000,24.4760,3.0885
10.0000,33.0000,26.9090,3.0879
10.0000,33.0000,29.3420,3.0873
10.0000,33.0000,31.7810,3.0866
10.0000,33.0000,34.2190,3.0860
10.0000,33.0000,36.6630,3.0854
10.0000,33.0000,39.1040,3.0847
10.0000,33.0000,41.5390,3.0840
10.0000,33.0000,43.9650,3.0834
10.0000,33.0000,46.4010,3.0827
10.0000,33.0000,48.8310,3.0820
10.0000,33.0000,51.2620,3.0814
10.0000,33.0000,53.7000,3.0807
10.0000,33.0000,56.1380,3.0800
10.0000,33.0000,58.5860,3.0793
10.0000,34.0000,1.0150,3.0787
10.0000,34.0000,3.4560,3.0780
10.0000,34.0000,5.8920,3.0773
10.0000,34.0000,8.3250,3.0766
10.0000,34.0000,10.7570,3.0759
10.0000,34.0000,13.1900,3.0753
10.0000,34.0000,15.6280,3.0746
10.0000,34.0000,18.0670,3.0739
10.0000,34.0000,20.5060,3.0732
10.0000,34.0000,22.9310,3.0725
10.0000,34.0000,25.3820,3.0719
10.0000,34.0000,27.8140,3.0712
10.0000,34.0000,30.2530,3.0705
10.0000,34.0000,32.6950,3.0699
10.0000,34.0000,35.1370,3.0692
10.0000,34.0000,37.5860,3.0686
10.0000,34.0000,40.0220,3.0679
10.0000,34.0000,42.4640,3.0672
10.0000,34.0000,44.9040,3.0666
10.0000,34.0000,47.3470,3.0660
10.0000,34.0000,49.7880,3.0653
10.0000,34.0000,52.2270,3.0647
10.0000,34.0000,54.6560,3.0640
10.0000,34.0000,57.1010,3.0634
10.0000,34.0000,59.5330,3.0627
10.0000,35.0000,1.9710,3.0621
10.0000,35.0000,4.4090,3.0615
10.0000,35.0000,6.8600,3.0608
10.0000,35.0000,9.3030,3.0602
10.0000,35.0000,11.7430,3.0595
10.0000,35.0000,14.1790,3.0588
10.0000,35.0000,16.6210,3.0582
10.0000,35.0000,19.0510,3.0575
10.0000,35.0000,21.4920,3.0569
10.0000,35.0000,23.9160,3.0562
10.0000,35.0000,26.3430,3.0555
10.0000,35.0000,28.8000,3.0548
10.0000,35.0000,31.2500,3.0541
10.0000,35.0000,33.6900,3.0534
10.0000,35.0000,36.1270,3.0527
10.0000,35.0000,38.5660,3.0520
10.0000,35.0000,41.0030,3.0513
10.0000,35.0000,43.4430,3.0506
10.0000,35.0000,45.8840,3.0498
10.0000,35.0000,48.3310,3.0491
10.0000,35.0000,50.7700,3.0484
10.0000,35.0000,53.2110,3.0476
10.0000,35.0000,55.6500,3.0468
10.0000,35.0000,58.0790,3.0461
10.0000,36.0000,0.5100,3.0453
10.0000,36.0000,2.9540,3.0445
10.0000,36.0000,5.3910,3.0437
10.0000,36.0000,7.8450,3.0428
10.0000,36.0000,10.2860,3.0420
10.0000,36.0000,12.7260,3.0412
10.0000,36.0000,15.1580,3.0403
10.0000,36.0000,17.5980,3.0394
10.0000,36.0000,20.0400,3.0386
10.0000,36.0000,22.4860,3.0377
10.0000,36.0000,24.9150,3.0368
10.0000,36.0000,27.3470,3.0358
10.0000,36.0000,29.8000,3.0349
10.0000,36.0000,32.2380,3.0340
10.0000,36.0000,34.6780,3.0330
10.0000,36.0000,37.1180,3.0320
10.0000,36.0000,39.5570,3.0310
10.0000,36.0000,41.9960,3.0300
10.0000,36.0000,44.4330,3.0290
10.0000,36.0000,46.8770,3.0280
10.0000,36.0000,49.3210,3.0269
10.0000,36.0000,51.7700,3.0258
10.0000,36.0000,54.2030,3.0248
10.0000,36.0000,56.6360,3.0237
10.0000,36.0000,59.0780,3.0225
10.0000,37.0000,1.5170,3.0214
10.0000,37.0000,3.9650,3.0202
10.0000,37.0000,6.3990,3.0190
10.0000,37.0000,8.8270,3.0179
10.0000,37.0000,11.2640,3.0166
10.0000,37.0000,13.7020,3.0154
10.0000,37.0000,16.1330,3.0141
10.0000,37.0000,18.5750,3.0128
10.0000,37.0000,21.0170,3.0115
10.0000,37.0000,23.4710,3.0102
10.0000,37.0000,25.9170,3.0088
10.0000,37.0000,28.3510,3.0074
10.0000,37.0000,30.7840,3.0060
10.0000,37.0000,33.2320,3.0046
10.0000,37.0000,35.6680,3.0031
10.0000,37.0000,38.1080,3.0016
10.0000,37.0000,40.5430,3.0000
10.0000,37.0000,42.9770,2.9985
10.0000,37.0000,45.4070,2.9969
