h,m,s,voltage
13,2,38.927,3.1541
13,2,41.361,3.1539
13,2,43.79,3.1537
13,2,46.236,3.1534
13,2,48.673,3.1532
13,2,51.106,3.1530
13,2,53.539,3.1528
13,2,55.982,3.1526
13,2,58.436,3.1524
13,3,0.877,3.1522
13,3,3.316,3.1519
13,3,5.764,3.1517
13,3,8.195,3.1515
13,3,10.628,3.1513
13,3,13.071,3.1510
13,3,15.51,3.1508
13,3,17.942,3.1506
13,3,20.379,3.1504
13,3,22.812,3.1502
13,3,25.254,3.1499
13,3,27.695,3.1497
13,3,30.128,3.1495
13,3,32.553,3.1492
13,3,34.996,3.1490
13,3,37.437,3.1488
13,3,39.863,3.1486
13,3,42.3,3.1483
13,3,44.733,3.1481
13,3,47.17,3.1479
13,3,49.61,3.1476
13,3,52.048,3.1474
13,3,54.481,3.1472
13,3,56.916,3.1469
13,3,59.365,3.1467
13,4,1.813,3.1464
13,4,4.259,3.1462
13,4,6.706,3.1460
13,4,9.138,3.1457
13,4,11.576,3.1455
13,4,14.017,3.1452
13,4,16.455,3.1450
13,4,18.893,3.1447
13,4,21.341,3.1445
13,4,23.781,3.1443
13,4,26.214,3.1440
13,4,28.652,3.1438
13,4,31.083,3.1435
13,4,33.523,3.1433
13,4,35.965,3.1430
13,4,38.398,3.1428
13,4,40.825,3.1425
13,4,43.263,3.1423
13,4,45.704,3.1420
13,4,48.142,3.1418
13,4,50.572,3.1415
13,4,53.017,3.1413
13,4,55.454,3.1410
13,4,57.892,3.1407
13,5,0.332,3.1405
13,5,2.759,3.1402
13,5,5.206,3.1400
13,5,7.647,3.1397
13,5,10.085,3.1394
13,5,12.525,3.1392
13,5,14.973,3.1389
13,5,17.413,3.1387
13,5,19.862,3.1384
13,5,22.299,3.1381
13,5,24.731,3.1379
13,5,27.168,3.1376
13,5,29.613,3.1373
13,5,32.056,3.1371
13,5,34.497,3.1368
13,5,36.932,3.1365
13,5,39.374,3.1362
13,5,41.818,3.1360
13,5,44.258,3.1357
13,5,46.696,3.1354
13,5,49.145,3.1351
13,5,51.588,3.1348
13,5,54.027,3.1346
13,5,56.477,3.1343
13,5,58.919,3.1340
13,6,1.356,3.1337
13,6,3.795,3.1334
13,6,6.235,3.1331
13,6,8.676,3.1328
13,6,11.109,3.1326
13,6,13.551,3.1323
13,6,15.989,3.1320
13,6,18.428,3.1317
13,6,20.866,3.1314
13,6,23.307,3.1311
13,6,25.747,3.1308
13,6,28.186,3.1305
13,6,30.621,3.1302
13,6,33.054,3.1299
13,6,35.495,3.1296
13,6,37.928,3.1293
13,6,40.378,3.1289
13,6,42.816,3.1286
13,6,45.253,3.1283
13,6,47.695,3.1280
13,6,50.139,3.1277
13,6,52.582,3.1274
13,6,55.015,3.1270
13,6,57.452,3.1267
13,6,59.89,3.1264
13,7,2.331,3.1261
13,7,4.772,3.1257
13,7,7.216,3.1254
13,7,9.652,3.1251
13,7,12.089,3.1247
13,7,14.542,3.1244
13,7,16.97,3.1240
13,7,19.401,3.1237
13,7,21.849,3.1234
13,7,24.287,3.1230
13,7,26.728,3.1227
13,7,29.169,3.1223
13,7,31.613,3.1219
13,7,34.046,3.1216
13,7,36.477,3.1212
13,7,38.918,3.1209
13,7,41.349,3.1205
13,7,43.787,3.1201
13,7,46.227,3.1198
13,7,48.665,3.1194
13,7,51.097,3.1190
13,7,53.53,3.1186
13,7,55.966,3.1182
13,7,58.411,3.1179
13,8,0.866,3.1175
13,8,3.305,3.1171
13,8,5.755,3.1167
13,8,8.195,3.1163
13,8,10.638,3.1159
13,8,13.08,3.1155
13,8,15.52,3.1151
13,8,17.96,3.1147
13,8,20.39,3.1143
13,8,22.83,3.1139
13,8,25.27,3.1135
13,8,27.721,3.1131
13,8,30.153,3.1127
13,8,32.585,3.1122
13,8,35.009,3.1118
13,8,37.458,3.1114
13,8,39.893,3.1110
13,8,42.33,3.1106
13,8,44.762,3.1101
13,8,47.198,3.1097
13,8,49.637,3.1093
13,8,52.08,3.1088
13,8,54.518,3.1084
13,8,56.951,3.1080
13,8,59.381,3.1075
13,9,1.82,3.1071
13,9,4.263,3.1066
13,9,6.703,3.1062
13,9,9.142,3.1058
13,9,11.579,3.1053
13,9,14.018,3.1049
13,9,16.459,3.1044
13,9,18.899,3.1040
13,9,21.356,3.1035
13,9,23.789,3.1030
13,9,26.225,3.1026
13,9,28.674,3.1021
13,9,31.109,3.1017
13,9,33.545,3.1012
13,9,35.996,3.1007
13,9,38.425,3.1003
13,9,40.872,3.0998
13,9,43.323,3.0993
13,9,45.767,3.0989
13,9,48.208,3.0984
13,9,50.646,3.0979
13,9,53.077,3.0974
13,9,55.519,3.0970
13,9,57.947,3.0965
13,10,0.386,3.0960
13,10,2.825,3.0955
13,10,5.259,3.0950
13,10,7.689,3.0946
13,10,10.123,3.0941
13,10,12.556,3.0936
13,10,14.986,3.0931
13,10,17.417,3.0926
13,10,19.854,3.0921
13,10,22.296,3.0916
13,10,24.736,3.0911
13,10,27.165,3.0906
13,10,29.597,3.0901
13,10,32.025,3.0896
13,10,34.469,3.0890
13,10,36.902,3.0885
13,10,39.33,3.0880
13,10,41.768,3.0875
13,10,44.205,3.0869
13,10,46.648,3.0864
13,10,49.09,3.0859
13,10,51.529,3.0853
13,10,53.963,3.0848
13,10,56.398,3.0842
13,10,58.84,3.0836
13,11,1.279,3.0831
13,11,3.721,3.0825
13,11,6.161,3.0819
13,11,8.601,3.0813
13,11,11.041,3.0807
13,11,13.491,3.0801
13,11,15.941,3.0795
13,11,18.373,3.0789
13,11,20.816,3.0783
13,11,23.259,3.0777
13,11,25.708,3.0770
13,11,28.146,3.0764
13,11,30.585,3.0758
13,11,33.03,3.0751
13,11,35.468,3.0745
13,11,37.902,3.0738
13,11,40.356,3.0731
13,11,42.781,3.0725
13,11,45.218,3.0718
13,11,47.658,3.0711
13,11,50.092,3.0705
13,11,52.542,3.0698
13,11,54.987,3.0691
13,11,57.413,3.0684
13,11,59.849,3.0677
13,12,2.29,3.0670
13,12,4.729,3.0663
13,12,7.179,3.0656
13,12,9.618,3.0649
13,12,12.061,3.0642
13,12,14.5,3.0634
13,12,16.931,3.0627
13,12,19.372,3.0620
13,12,21.81,3.0613
13,12,24.249,3.0606
13,12,26.688,3.0599
13,12,29.136,3.0592
13,12,31.575,3.0585
13,12,34.014,3.0578
13,12,36.454,3.0571
13,12,38.892,3.0564
13,12,41.324,3.0557
13,12,43.754,3.0550
13,12,46.205,3.0543
13,12,48.645,3.0536
13,12,51.094,3.0529
13,12,53.531,3.0522
13,12,55.967,3.0515
13,12,58.418,3.0508
13,13,0.859,3.0501
13,13,3.297,3.0495
13,13,5.737,3.0488
13,13,8.179,3.0481
13,13,10.613,3.0474
13,13,13.046,3.0467
13,13,15.478,3.0460
13,13,17.918,3.0453
13,13,20.357,3.0446
13,13,22.796,3.0439
13,13,25.235,3.0432
13,13,27.68,3.0425
13,13,30.113,3.0417
13,13,32.554,3.0410
13,13,34.993,3.0403
13,13,37.447,3.0395
13,13,39.905,3.0388
13,13,42.347,3.0380
13,13,44.789,3.0373
13,13,47.229,3.0365
13,13,49.672,3.0357
13,13,52.115,3.0349
13,13,54.554,3.0341
13,13,56.991,3.0333
13,13,59.431,3.0325
13,14,1.878,3.0317
13,14,4.311,3.0308
13,14,6.745,3.0300
13,14,9.185,3.0291
13,14,11.619,3.0283
13,14,14.077,3.0274
13,14,16.517,3.0265
13,14,18.957,3.0256
13,14,21.394,3.0247
13,14,23.829,3.0237
13,14,26.273,3.0228
13,14,28.715,3.0218
13,14,31.149,3.0209
13,14,33.598,3.0199
13,14,36.037,3.0189
13,14,38.486,3.0178
13,14,40.916,3.0168
13,14,43.357,3.0158
13,14,45.796,3.0147
13,14,48.238,3.0136
13,14,50.678,3.0125
13,14,53.112,3.0114
13,14,55.55,3.0103
13,14,57.988,3.0091
13,15,0.434,3.0079
13,15,2.873,3.0067
13,15,5.317,3.0055
13,15,7.768,3.0043
13,15,10.206,3.0030
13,15,12.644,3.0018
13,15,15.078,3.0005
13,15,17.518,2.9991
13,15,19.956,2.9978
13,15,22.396,2.9964
13,15,24.83,2.9950
13,15,27.27,2.9936
13,15,29.725,2.9922
13,15,32.152,2.9907
13,15,34.59,2.9892
13,15,37.023,2.9877
13,15,39.461,2.9861
13,15,41.912,2.9845
13,15,44.351,2.9829
13,15,46.788,2.9812
13,15,49.222,2.9795
13,15,51.647,2.9778
13,15,54.09,2.9760
13,15,56.528,2.9742
13,15,58.973,2.9724
13,16,1.409,2.9705
13,16,3.843,2.9686
13,16,6.282,2.9666
13,16,8.726,2.9646
13,16,11.159,2.9625
13,16,13.6,2.9604
13,16,16.037,2.9583
13,16,18.485,2.9560
13,16,20.923,2.9538
13,16,23.368,2.9514
13,16,25.806,2.9490
13,16,28.247,2.9466
13,16,30.686,2.9441
13,16,33.125,2.9415
13,16,35.558,2.9389
13,16,37.989,2.9362
13,16,40.424,2.9334
13,16,42.863,2.9306
13,16,45.299,2.9277
13,16,47.739,2.9247
13,16,50.179,2.9217
13,16,52.627,2.9186
13,16,55.073,2.9154
13,16,57.519,2.9121
13,16,59.948,2.9088
13,17,2.385,2.9054
13,17,4.819,2.9019
13,17,7.25,2.8984
13,17,9.694,2.8947
13,17,12.137,2.8910
13,17,14.569,2.8872
13,17,17,2.8834
13,17,19.44,2.8795
13,17,21.885,2.8755
13,17,24.332,2.8713
13,17,26.76,2.8672
13,17,29.198,2.8630
13,17,31.636,2.8587
13,17,34.092,2.8543
13,17,36.539,2.8499
13,17,38.99,2.8453
13,17,41.425,2.8407
13,17,43.863,2.8361
13,17,46.3,2.8314
13,17,48.737,2.8265
13,17,51.175,2.8216
13,17,53.609,2.8167
13,17,56.045,2.8116
13,17,58.489,2.8065
13,18,0.922,2.8013
13,18,3.36,2.7961
13,18,5.803,2.7907
13,18,8.228,2.7852
13,18,10.671,2.7797
13,18,13.11,2.7741
13,18,15.55,2.7683
13,18,17.994,2.7625
13,18,20.437,2.7566
13,18,22.872,2.7505
13,18,25.308,2.7444
13,18,27.749,2.7382
13,18,30.187,2.7319
13,18,32.62,2.7254
13,18,35.058,2.7189
13,18,37.492,2.7122
13,18,39.937,2.7054
13,18,42.373,2.6985
13,18,44.809,2.6914
13,18,47.237,2.6842
13,18,49.676,2.6769
13,18,52.118,2.6694
13,18,54.557,2.6617
13,18,56.992,2.6539
13,18,59.435,2.6459
13,19,1.875,2.6377
13,19,4.316,2.6293
13,19,6.751,2.6207
13,19,9.188,2.6118
13,19,11.627,2.6028
13,19,14.066,2.5935
13,19,16.492,2.5839
13,19,18.925,2.5741
13,19,21.364,2.5640
13,19,23.802,2.5626
13,19,26.235,2.5596
13,19,28.677,2.5569
13,19,31.107,2.5544
13,19,33.546,2.5523
13,19,35.985,2.5501
13,19,38.419,2.5479
13,19,40.857,2.5460
13,19,43.294,2.5441
13,19,45.733,2.5423
13,19,48.175,2.5405
13,19,50.615,2.5388
13,19,53.06,2.5372
13,19,55.506,2.5356
13,19,57.941,2.5341
13,20,0.381,2.5327
13,20,2.814,2.5314
13,20,5.257,2.5301
13,20,7.702,2.5286
13,20,10.145,2.5274
13,20,12.587,2.5262
13,20,15.026,2.5249
13,20,17.464,2.5237
13,20,19.909,2.5225
13,20,22.349,2.5213
13,20,24.795,2.5203
13,20,27.239,2.5191
13,20,29.68,2.5180
13,20,32.113,2.5171
13,20,34.552,2.5159
13,20,36.99,2.5148
13,20,39.436,2.5139
13,20,41.873,2.5131
13,20,44.316,2.5122
13,20,46.749,2.5113
13,20,49.189,2.5103
13,20,51.626,2.5095
13,20,54.069,2.5087
13,20,56.497,2.5079
13,20,58.931,2.5071
13,21,1.369,2.5064
13,21,3.813,2.5056
13,21,6.239,2.5050
13,21,8.663,2.5043
13,21,11.1,2.5037
13,21,13.538,2.5031
13,21,15.987,2.5025
13,21,18.427,2.5019
13,21,20.867,2.5014
13,21,23.308,2.5005
13,21,25.746,2.5002
13,21,28.192,2.4996
13,21,30.629,2.4990
13,21,33.068,2.4986
13,21,35.518,2.4981
13,21,37.958,2.4976
13,21,40.395,2.4973
13,21,42.829,2.4970
13,21,45.269,2.4965
13,21,47.708,2.4963
13,21,50.147,2.4959
13,21,52.588,2.4957
13,21,55.015,2.4953
13,21,57.453,2.4952
13,21,59.892,2.4949
13,22,2.326,2.4945
13,22,4.762,2.4943
13,22,7.197,2.4940
13,22,9.656,2.4939
13,22,12.097,2.4938
13,22,14.537,2.4935
13,22,16.988,2.4933
13,22,19.435,2.4932
13,22,21.875,2.4930
13,22,24.319,2.4929
13,22,26.767,2.4927
13,22,29.216,2.4926
13,22,31.657,2.4924
13,22,34.093,2.4923
13,22,36.541,2.4922
13,22,38.971,2.4920
13,22,41.401,2.4920
13,22,43.84,2.4919
13,22,46.293,2.4919
13,22,48.718,2.4918
13,22,51.158,2.4918
13,22,53.598,2.4916
13,22,56.037,2.4916
13,22,58.484,2.4915
13,23,0.923,2.4914
13,23,3.365,2.4914
13,23,5.806,2.4914
13,23,8.244,2.4914
13,23,10.7,2.4913
13,23,13.136,2.4912
13,23,15.575,2.4911
