h,m,s,voltage
12,46,6.369,3.2006
12,46,8.809,3.2005
12,46,11.247,3.2005
12,46,13.689,3.2004
12,46,16.121,3.2003
12,46,18.556,3.2003
12,46,20.994,3.2002
12,46,23.444,3.2001
12,46,25.874,3.2000
12,46,28.306,3.2000
12,46,30.738,3.1999
12,46,33.18,3.1998
12,46,35.63,3.1998
12,46,38.077,3.1997
12,46,40.515,3.1996
12,46,42.955,3.1995
12,46,45.389,3.1995
12,46,47.829,3.1994
12,46,50.271,3.1993
12,46,52.725,3.1993
12,46,55.176,3.1992
12,46,57.614,3.1991
12,47,0.054,3.1990
12,47,2.494,3.1990
12,47,4.936,3.1989
12,47,7.375,3.1988
12,47,9.812,3.1988
12,47,12.252,3.1987
12,47,14.684,3.1986
12,47,17.124,3.1985
12,47,19.562,3.1985
12,47,22.002,3.1984
12,47,24.448,3.1983
12,47,26.883,3.1982
12,47,29.307,3.1982
12,47,31.756,3.1981
12,47,34.189,3.1980
12,47,36.627,3.1980
12,47,39.06,3.1979
12,47,41.505,3.1978
12,47,43.938,3.1977
12,47,46.377,3.1977
12,47,48.816,3.1976
12,47,51.258,3.1975
12,47,53.698,3.1974
12,47,56.139,3.1974
12,47,58.565,3.1973
12,48,0.999,3.1972
12,48,3.431,3.1972
12,48,5.88,3.1971
12,48,8.311,3.1970
12,48,10.762,3.1969
12,48,13.193,3.1969
12,48,15.632,3.1968
12,48,18.076,3.1967
12,48,20.515,3.1966
12,48,22.961,3.1966
12,48,25.395,3.1965
12,48,27.833,3.1964
12,48,30.283,3.1963
12,48,32.718,3.1963
12,48,35.158,3.1962
12,48,37.59,3.1961
12,48,40.03,3.1960
12,48,42.459,3.1960
12,48,44.906,3.1959
12,48,47.347,3.1958
12,48,49.785,3.1957
12,48,52.233,3.1957
12,48,54.673,3.1956
12,48,57.106,3.1955
12,48,59.547,3.1955
12,49,1.992,3.1954
12,49,4.432,3.1953
12,49,6.877,3.1952
12,49,9.315,3.1952
12,49,11.746,3.1951
12,49,14.176,3.1950
12,49,16.613,3.1949
12,49,19.062,3.1949
12,49,21.506,3.1948
12,49,23.942,3.1947
12,49,26.369,3.1946
12,49,28.806,3.1945
12,49,31.235,3.1945
12,49,33.674,3.1944
12,49,36.105,3.1943
12,49,38.542,3.1942
12,49,40.992,3.1942
12,49,43.44,3.1941
12,49,45.879,3.1940
12,49,48.329,3.1939
12,49,50.756,3.1938
12,49,53.197,3.1938
12,49,55.642,3.1937
12,49,58.082,3.1936
12,50,0.523,3.1935
12,50,2.948,3.1934
12,50,5.389,3.1934
12,50,7.83,3.1933
12,50,10.256,3.1932
12,50,12.696,3.1931
12,50,15.135,3.1931
12,50,17.586,3.1930
12,50,20.033,3.1929
12,50,22.471,3.1928
12,50,24.91,3.1927
12,50,27.333,3.1927
12,50,29.766,3.1926
12,50,32.203,3.1925
12,50,34.652,3.1924
12,50,37.094,3.1923
12,50,39.524,3.1922
12,50,41.984,3.1922
12,50,44.427,3.1921
12,50,46.863,3.1920
12,50,49.305,3.1919
12,50,51.735,3.1918
12,50,54.173,3.1918
12,50,56.607,3.1917
12,50,59.049,3.1916
12,51,1.474,3.1915
12,51,3.926,3.1914
12,51,6.374,3.1913
12,51,8.814,3.1913
12,51,11.248,3.1912
12,51,13.689,3.1911
12,51,16.128,3.1910
12,51,18.561,3.1909
12,51,20.999,3.1908
12,51,23.438,3.1908
12,51,25.879,3.1907
12,51,28.318,3.1906
12,51,30.751,3.1905
12,51,33.186,3.1904
12,51,35.637,3.1903
12,51,38.067,3.1902
12,51,40.515,3.1902
12,51,42.953,3.1901
12,51,45.391,3.1900
12,51,47.832,3.1899
12,51,50.275,3.1898
12,51,52.709,3.1897
12,51,55.148,3.1896
12,51,57.594,3.1895
12,52,0.03,3.1895
12,52,2.469,3.1894
12,52,4.903,3.1893
12,52,7.341,3.1892
12,52,9.78,3.1891
12,52,12.224,3.1890
12,52,14.676,3.1889
12,52,17.116,3.1888
12,52,19.552,3.1888
12,52,21.983,3.1887
12,52,24.412,3.1886
12,52,26.846,3.1885
12,52,29.287,3.1884
12,52,31.749,3.1883
12,52,34.19,3.1882
12,52,36.627,3.1881
12,52,39.078,3.1880
12,52,41.509,3.1879
12,52,43.959,3.1878
12,52,46.4,3.1878
12,52,48.838,3.1877
12,52,51.277,3.1876
12,52,53.726,3.1875
12,52,56.176,3.1874
12,52,58.606,3.1873
12,53,1.044,3.1872
12,53,3.481,3.1871
12,53,5.921,3.1870
12,53,8.364,3.1869
12,53,10.801,3.1868
12,53,13.24,3.1867
12,53,15.672,3.1866
12,53,18.112,3.1865
12,53,20.549,3.1864
12,53,22.987,3.1863
12,53,25.427,3.1863
12,53,27.876,3.1862
12,53,30.316,3.1861
12,53,32.748,3.1860
12,53,35.184,3.1859
12,53,37.622,3.1858
12,53,40.061,3.1857
12,53,42.503,3.1856
12,53,44.941,3.1855
12,53,47.368,3.1854
12,53,49.798,3.1853
12,53,52.237,3.1852
12,53,54.673,3.1851
12,53,57.109,3.1850
12,53,59.548,3.1849
12,54,1.986,3.1848
12,54,4.421,3.1847
12,54,6.853,3.1846
12,54,9.294,3.1845
12,54,11.735,3.1844
12,54,14.173,3.1843
12,54,16.612,3.1842
12,54,19.052,3.1841
12,54,21.493,3.1840
12,54,23.945,3.1839
12,54,26.387,3.1838
12,54,28.826,3.1836
12,54,31.263,3.1835
12,54,33.704,3.1834
12,54,36.135,3.1833
12,54,38.572,3.1832
12,54,40.999,3.1831
12,54,43.436,3.1830
12,54,45.883,3.1829
12,54,48.307,3.1828
12,54,50.749,3.1827
12,54,53.188,3.1826
12,54,55.623,3.1825
12,54,58.057,3.1824
12,55,0.494,3.1823
12,55,2.944,3.1822
12,55,5.38,3.1821
12,55,7.816,3.1820
12,55,10.252,3.1818
12,55,12.685,3.1817
12,55,15.123,3.1816
12,55,17.555,3.1815
12,55,20.016,3.1814
12,55,22.456,3.1813
12,55,24.887,3.1812
12,55,27.326,3.1811
12,55,29.766,3.1810
12,55,32.206,3.1809
12,55,34.644,3.1807
12,55,37.079,3.1806
12,55,39.512,3.1805
12,55,41.953,3.1804
12,55,44.399,3.1803
12,55,46.842,3.1802
12,55,49.283,3.1801
12,55,51.721,3.1799
12,55,54.166,3.1798
12,55,56.608,3.1797
12,55,59.053,3.1796
12,56,1.486,3.1795
12,56,3.935,3.1794
12,56,6.37,3.1792
12,56,8.805,3.1791
12,56,11.243,3.1790
12,56,13.686,3.1789
12,56,16.119,3.1788
12,56,18.565,3.1787
12,56,20.992,3.1785
12,56,23.432,3.1784
12,56,25.879,3.1783
12,56,28.321,3.1782
12,56,30.761,3.1781
12,56,33.195,3.1779
12,56,35.628,3.1778
12,56,38.07,3.1777
12,56,40.497,3.1776
12,56,42.936,3.1774
12,56,45.376,3.1773
12,56,47.813,3.1772
12,56,50.263,3.1771
12,56,52.701,3.1770
12,56,55.134,3.1768
12,56,57.573,3.1767
12,57,0.009,3.1766
12,57,2.459,3.1765
12,57,4.899,3.1763
12,57,7.337,3.1762
12,57,9.785,3.1761
12,57,12.22,3.1759
12,57,14.659,3.1758
12,57,17.086,3.1757
12,57,19.524,3.1756
12,57,21.965,3.1754
12,57,24.404,3.1753
12,57,26.842,3.1752
12,57,29.274,3.1750
12,57,31.724,3.1749
12,57,34.173,3.1748
12,57,36.612,3.1746
12,57,39.053,3.1745
12,57,41.503,3.1744
12,57,43.944,3.1742
12,57,46.395,3.1741
12,57,48.827,3.1740
12,57,51.268,3.1738
12,57,53.7,3.1737
12,57,56.133,3.1736
12,57,58.577,3.1734
12,58,1.027,3.1733
12,58,3.463,3.1732
12,58,5.886,3.1730
12,58,8.319,3.1729
12,58,10.765,3.1728
12,58,13.204,3.1726
12,58,15.644,3.1725
12,58,18.082,3.1723
12,58,20.513,3.1722
12,58,22.945,3.1721
12,58,25.393,3.1719
12,58,27.832,3.1718
12,58,30.263,3.1716
12,58,32.693,3.1715
12,58,35.131,3.1714
12,58,37.564,3.1712
12,58,40.002,3.1711
12,58,42.426,3.1709
12,58,44.859,3.1708
12,58,47.289,3.1707
12,58,49.728,3.1705
12,58,52.158,3.1704
12,58,54.591,3.1702
12,58,57.031,3.1701
12,58,59.468,3.1699
12,59,1.907,3.1698
12,59,4.346,3.1696
12,59,6.778,3.1695
12,59,9.21,3.1693
12,59,11.647,3.1692
12,59,14.086,3.1690
12,59,16.535,3.1689
12,59,18.971,3.1687
12,59,21.41,3.1686
12,59,23.849,3.1684
12,59,26.285,3.1683
12,59,28.73,3.1681
12,59,31.175,3.1680
12,59,33.607,3.1678
12,59,36.046,3.1677
12,59,38.477,3.1675
12,59,40.914,3.1673
12,59,43.357,3.1672
12,59,45.799,3.1670
12,59,48.244,3.1669
12,59,50.684,3.1667
12,59,53.122,3.1665
12,59,55.558,3.1664
12,59,57.983,3.1662
13,0,0.421,3.1661
13,0,2.861,3.1659
13,0,5.294,3.1657
13,0,7.735,3.1656
13,0,10.163,3.1654
13,0,12.602,3.1652
13,0,15.045,3.1651
13,0,17.486,3.1649
13,0,19.916,3.1647
13,0,22.353,3.1646
13,0,24.79,3.1644
13,0,27.225,3.1642
13,0,29.665,3.1641
13,0,32.112,3.1639
13,0,34.551,3.1637
13,0,36.986,3.1636
13,0,39.417,3.1634
13,0,41.853,3.1632
13,0,44.284,3.1631
13,0,46.722,3.1629
13,0,49.162,3.1627
13,0,51.625,3.1625
13,0,54.064,3.1624
13,0,56.501,3.1622
13,0,58.943,3.1620
13,1,1.376,3.1618
13,1,3.804,3.1617
13,1,6.242,3.1615
13,1,8.693,3.1613
13,1,11.125,3.1611
13,1,13.559,3.1609
13,1,15.993,3.1608
13,1,18.432,3.1606
13,1,20.881,3.1604
13,1,23.33,3.1602
13,1,25.763,3.1600
13,1,28.195,3.1598
13,1,30.638,3.1596
13,1,33.077,3.1595
13,1,35.527,3.1593
13,1,37.956,3.1591
13,1,40.394,3.1589
13,1,42.833,3.1587
13,1,45.272,3.1585
13,1,47.713,3.1583
13,1,50.162,3.1581
13,1,52.605,3.1579
13,1,55.043,3.1577
13,1,57.477,3.1575
13,1,59.926,3.1573
13,2,2.364,3.1572
13,2,4.789,3.1570
13,2,7.234,3.1568
13,2,9.67,3.1565
13,2,12.11,3.1563
13,2,14.541,3.1561
13,2,16.98,3.1560
13,2,19.422,3.1557
13,2,21.861,3.1555
13,2,24.292,3.1553
13,2,26.724,3.1551
13,2,29.169,3.1549
13,2,31.599,3.1547
13,2,34.047,3.1545
13,2,36.488,3.1543
